"Data (mm-dd)","< 1 ano","1-4 anos","5-14 anos","15-24 anos","25-34 anos","35-44 anos","45-54 anos","55-64 anos","65-74 anos","75-84 anos","≥ 85 anos","Desconhecido"
"Mar-01","0","0","0","0","1","7","15","20","39","131","156","0"
"Mar-02","0","0","1","0","2","4","17","27","56","125","160","0"
"Mar-03","2","1","0","0","2","5","10","17","63","108","139","0"
"Mar-04","0","0","0","0","2","4","14","25","55","132","148","0"
"Mar-05","1","0","0","3","2","4","17","35","48","91","154","1"
"Mar-06","0","0","0","0","2","8","15","17","38","85","145","0"
"Mar-07","1","0","2","0","2","3","9","27","32","110","165","0"
"Mar-08","1","0","0","0","0","4","12","29","40","108","120","0"
"Mar-09","0","0","1","0","3","5","13","27","47","105","137","0"
"Mar-10","1","0","1","1","1","4","15","18","34","100","165","0"
"Mar-11","0","0","0","0","1","4","9","30","42","111","121","0"
"Mar-12","1","0","0","1","0","3","13","22","52","102","138","0"
"Mar-13","1","0","0","1","0","8","10","29","53","102","126","1"
"Mar-14","1","0","1","0","1","6","13","19","57","116","137","1"
"Mar-15","0","0","0","0","2","2","11","20","42","88","142","0"
"Mar-16","1","0","0","3","0","3","15","23","38","100","120","0"
"Mar-17","2","0","0","0","0","6","9","26","46","94","128","0"
"Mar-18","0","0","0","1","0","6","10","24","45","107","124","0"
"Mar-19","0","0","0","1","1","1","12","32","53","102","147","0"
"Mar-20","0","0","0","1","4","4","9","30","40","106","117","0"
"Mar-21","1","0","0","2","1","5","15","26","61","121","125","0"
"Mar-22","1","0","0","3","2","6","20","17","37","93","161","2"
"Mar-23","1","0","1","1","0","6","13","31","46","99","123","0"
"Mar-24","0","0","0","1","2","4","15","27","39","95","118","0"
"Mar-25","0","0","0","0","1","5","14","27","30","95","106","0"
"Mar-26","1","0","0","0","1","7","9","17","37","97","125","0"
"Mar-27","0","0","0","1","0","7","15","16","42","101","117","0"
"Mar-28","0","0","0","1","2","3","10","25","42","102","134","0"
"Mar-29","0","0","0","0","3","6","17","16","37","86","115","0"
"Mar-30","0","0","0","2","2","3","9","35","45","101","134","0"
"Mar-31","0","0","0","0","2","4","8","20","43","114","127","0"
"Abr-01","1","0","0","0","1","4","14","28","28","111","130","0"
"Abr-02","1","1","0","2","1","6","20","20","56","107","125","0"
"Abr-03","1","0","0","3","2","4","10","27","42","107","132","0"
"Abr-04","0","0","0","0","2","4","13","24","40","89","104","0"
"Abr-05","3","0","0","0","0","4","19","16","40","78","119","0"
"Abr-06","0","1","0","2","1","2","12","29","40","97","134","0"
"Abr-07","1","0","0","0","3","9","12","40","43","68","112","0"
"Abr-08","3","0","0","0","1","7","9","28","39","97","112","0"
"Abr-09","0","0","1","0","3","2","15","9","36","74","113","0"
"Abr-10","1","0","0","2","0","3","15","20","35","61","99","0"
"Abr-11","1","1","0","1","4","2","7","25","45","87","105","0"
"Abr-12","0","0","0","0","3","2","6","19","42","90","113","0"
"Abr-13","0","0","1","0","1","7","19","24","50","100","103","0"
"Abr-14","1","0","1","0","2","4","15","24","48","78","92","0"
"Abr-15","2","0","0","1","1","6","11","26","41","85","110","0"
"Abr-16","0","0","0","0","2","6","11","17","39","90","107","0"
"Abr-17","1","0","0","1","1","5","12","21","48","85","122","0"
"Abr-18","0","1","1","0","1","5","13","26","42","83","105","0"
"Abr-19","2","0","1","0","1","7","9","30","35","61","99","0"
"Abr-20","0","0","0","2","0","4","7","18","32","69","92","0"
"Abr-21","1","0","0","1","2","5","16","17","33","84","89","0"
"Abr-22","1","0","0","0","0","1","15","29","37","94","108","0"
"Abr-23","0","0","0","0","3","2","12","27","41","88","110","0"
"Abr-24","1","0","0","3","1","7","10","16","41","92","107","0"
"Abr-25","2","1","1","1","0","6","9","23","45","76","106","0"
"Abr-26","0","0","0","0","2","6","11","25","33","70","82","0"
"Abr-27","0","0","0","1","3","5","9","28","41","70","107","0"
"Abr-28","0","0","0","1","1","4","9","15","30","75","106","0"
"Abr-29","1","0","0","1","3","4","6","27","38","87","71","0"
"Abr-30","0","0","0","0","3","5","20","18","42","89","92","0"
"Mai-01","0","1","0","1","2","9","11","14","37","98","99","1"
"Mai-02","1","0","1","4","1","9","17","23","32","90","116","0"
"Mai-03","0","1","0","2","0","4","14","10","35","88","99","0"
"Mai-04","0","0","1","0","2","9","21","17","43","83","97","0"
"Mai-05","2","0","0","2","0","4","21","20","34","77","110","1"
"Mai-06","0","0","0","0","1","5","15","30","38","92","104","0"
"Mai-07","0","0","1","0","2","3","10","30","43","87","110","0"
"Mai-08","0","0","0","0","2","7","10","26","41","96","106","0"
"Mai-09","1","2","0","1","2","1","25","26","37","89","103","0"
"Mai-10","1","0","0","1","2","7","12","26","38","67","111","0"
"Mai-11","1","0","0","0","3","3","9","22","48","86","94","0"
"Mai-12","0","0","0","0","2","4","16","27","51","83","94","2"
"Mai-13","0","0","0","1","2","3","10","22","42","110","96","0"
"Mai-14","0","1","1","0","2","3","18","25","36","87","99","1"
"Mai-15","0","0","0","0","2","5","13","26","45","84","84","0"
"Mai-16","0","0","1","0","3","5","20","26","30","77","103","0"
"Mai-17","1","0","1","2","0","4","10","30","51","94","98","1"
"Mai-18","1","0","0","1","0","4","12","20","33","97","122","0"
"Mai-19","1","0","0","1","0","3","7","23","36","83","87","1"
"Mai-20","0","0","0","1","3","3","8","22","35","79","86","0"
"Mai-21","1","0","0","1","0","5","12","18","46","64","98","0"
"Mai-22","2","0","0","2","1","3","13","30","47","86","95","0"
"Mai-23","0","0","0","3","1","3","6","27","47","80","95","0"
"Mai-24","1","0","0","1","2","5","9","15","36","75","105","0"
"Mai-25","0","0","0","1","1","6","11","15","38","75","94","0"
"Mai-26","0","0","0","2","3","8","12","13","54","93","97","0"
"Mai-27","0","1","0","1","0","2","8","31","46","89","121","0"
"Mai-28","1","0","0","0","2","3","12","26","40","74","135","0"
"Mai-29","1","1","2","0","1","5","17","33","41","81","121","0"
"Mai-30","0","2","0","0","1","4","8","16","59","71","100","1"
"Mai-31","0","0","1","0","0","5","18","22","37","88","105","0"
"Jun-01","1","0","0","1","1","3","13","15","37","74","100","0"
"Jun-02","0","0","0","1","2","3","11","17","44","108","89","0"
"Jun-03","2","0","0","0","2","3","10","16","39","72","99","0"
"Jun-04","0","0","0","1","1","2","11","23","31","89","109","0"
"Jun-05","2","0","0","1","1","4","10","19","38","86","112","0"
"Jun-06","1","1","0","1","0","7","9","22","49","92","98","0"
"Jun-07","0","0","0","1","3","4","14","21","28","87","117","0"
"Jun-08","0","0","0","0","1","3","11","24","42","75","111","0"
"Jun-09","2","0","0","1","1","7","18","28","43","78","104","0"
"Jun-10","1","0","0","1","0","4","10","17","32","101","95","0"
"Jun-11","0","0","1","0","0","7","11","23","46","69","93","0"
"Jun-12","2","0","1","2","1","3","8","26","50","91","83","0"
"Jun-13","0","0","0","3","1","6","14","25","35","68","77","0"
"Jun-14","0","1","0","1","1","7","14","19","37","74","90","0"
"Jun-15","0","0","0","0","0","6","7","23","41","67","94","0"
"Jun-16","0","0","0","1","0","5","10","25","37","65","79","1"
"Jun-17","0","0","1","3","2","5","14","25","39","70","85","1"
"Jun-18","0","1","0","1","2","5","9","28","40","80","98","0"
"Jun-19","0","0","0","0","1","7","24","30","40","81","114","0"
"Jun-20","0","0","0","0","4","8","10","26","46","93","119","0"
"Jun-21","3","0","1","3","1","1","8","17","48","96","111","0"
"Jun-22","2","0","0","4","2","8","10","19","48","76","117","0"
"Jun-23","0","0","0","1","2","3","6","22","36","89","95","0"
"Jun-24","0","0","0","1","1","3","11","15","42","74","94","0"
"Jun-25","2","0","1","1","0","2","17","23","31","75","65","0"
"Jun-26","1","0","0","0","1","5","3","25","27","89","75","0"
"Jun-27","0","0","0","0","2","4","4","18","42","86","90","0"
"Jun-28","0","0","1","1","1","5","18","17","48","83","97","1"
"Jun-29","0","0","0","1","0","2","14","20","42","102","105","1"
"Jun-30","2","1","0","0","2","4","12","16","39","96","94","0"
"Jul-01","0","0","0","0","2","5","4","24","28","91","95","0"
"Jul-02","1","0","0","1","1","11","8","15","40","68","79","0"
"Jul-03","2","0","0","2","1","4","9","18","45","72","83","0"
"Jul-04","1","0","0","2","0","5","11","23","28","57","75","1"
"Jul-05","1","0","0","2","1","6","7","18","31","88","85","0"
"Jul-06","0","0","1","2","0","7","15","30","41","77","85","0"
"Jul-07","0","0","0","2","2","3","8","21","48","80","94","0"
"Jul-08","1","1","1","1","0","4","18","14","35","89","110","0"
"Jul-09","0","0","0","2","1","8","10","20","39","87","94","0"
"Jul-10","1","0","0","0","1","4","14","21","41","96","88","0"
"Jul-11","1","0","0","2","2","4","8","26","36","77","83","0"
"Jul-12","1","0","1","0","1","7","10","26","33","79","94","0"
"Jul-13","2","0","1","1","1","4","18","18","39","70","96","0"
"Jul-14","0","1","2","1","0","6","10","25","46","79","98","0"
"Jul-15","3","0","0","0","4","4","14","25","43","78","97","0"
"Jul-16","4","1","0","1","0","2","9","18","36","74","80","0"
"Jul-17","1","0","1","0","1","5","16","22","52","77","95","0"
"Jul-18","0","0","1","1","1","6","15","24","31","91","98","0"
"Jul-19","2","1","0","1","3","3","20","17","47","72","87","0"
"Jul-20","1","2","0","1","2","3","8","21","38","80","95","0"
"Jul-21","0","0","1","1","1","7","12","23","36","83","99","0"
"Jul-22","0","0","0","2","3","4","10","25","55","75","90","1"
"Jul-23","0","0","1","1","1","2","11","19","56","72","85","0"
"Jul-24","1","0","0","0","2","9","12","31","41","90","89","0"
"Jul-25","2","0","1","1","3","5","14","21","27","80","80","0"
"Jul-26","0","0","0","3","2","2","9","22","27","73","83","0"
"Jul-27","0","0","0","3","2","6","10","17","46","89","100","1"
"Jul-28","1","0","0","0","1","5","18","18","36","90","84","0"
"Jul-29","0","0","1","1","2","5","14","24","46","81","96","0"
"Jul-30","1","0","0","0","3","4","12","28","44","89","83","0"
"Jul-31","2","0","0","2","1","2","6","32","30","86","101","0"
"Ago-01","2","0","1","3","3","5","15","25","34","58","67","0"
"Ago-02","2","0","0","2","1","3","16","25","43","75","91","0"
"Ago-03","0","0","0","1","0","2","17","39","43","80","86","0"
"Ago-04","0","0","0","1","1","5","11","38","39","76","95","0"
"Ago-05","0","0","1","0","2","5","13","19","42","75","90","0"
"Ago-06","1","0","0","1","2","9","8","23","48","71","94","0"
"Ago-07","0","0","0","1","3","5","18","23","44","68","92","0"
"Ago-08","0","0","0","0","0","7","20","24","32","86","101","0"
"Ago-09","2","0","1","0","1","3","13","27","42","73","93","0"
"Ago-10","1","0","2","2","2","4","9","24","35","78","95","0"
"Ago-11","1","0","0","1","1","7","13","11","23","93","114","0"
"Ago-12","0","0","0","1","1","5","8","27","28","97","88","0"
"Ago-13","0","0","0","1","1","3","12","20","37","84","86","0"
"Ago-14","0","2","0","2","3","3","13","28","35","71","86","0"
"Ago-15","1","0","0","0","2","3","16","19","41","67","89","0"
"Ago-16","0","0","1","0","1","6","14","24","43","85","80","0"
"Ago-17","0","0","0","4","0","6","17","21","30","73","81","0"
"Ago-18","0","0","0","0","0","7","13","18","44","97","103","1"
"Ago-19","0","1","0","0","1","4","16","20","35","61","91","0"
"Ago-20","0","0","1","1","3","6","16","33","33","76","95","0"
"Ago-21","1","0","1","1","3","4","15","20","30","79","102","0"
"Ago-22","0","0","0","1","2","6","10","24","40","80","107","0"
"Ago-23","0","0","0","1","0","4","14","23","47","83","84","0"
"Ago-24","1","0","0","1","1","4","12","29","32","82","75","0"
"Ago-25","1","0","1","0","0","3","9","14","22","85","77","0"
"Ago-26","1","0","0","1","0","3","18","21","37","70","79","0"
"Ago-27","1","0","0","2","4","0","12","24","34","69","101","0"
"Ago-28","1","0","0","0","2","7","16","17","36","71","104","0"
"Ago-29","0","0","0","1","3","7","16","23","43","66","105","0"
"Ago-30","3","0","0","1","1","4","7","27","41","84","114","0"
"Ago-31","0","0","0","2","2","4","20","19","36","68","108","0"
"Set-01","1","0","0","2","0","8","8","24","32","84","95","0"
"Set-02","0","0","1","0","1","5","11","20","48","82","103","0"
"Set-03","1","0","0","0","2","4","7","31","39","85","110","0"
"Set-04","1","0","1","1","0","5","10","20","31","74","105","0"
"Set-05","0","0","0","1","0","6","13","32","36","84","84","0"
"Set-06","0","0","0","1","0","6","12","25","42","77","88","0"
"Set-07","0","0","0","2","2","5","15","29","33","80","91","0"
"Set-08","0","0","0","1","2","2","13","23","54","86","87","0"
"Set-09","0","1","0","0","3","6","14","24","40","115","92","0"
"Set-10","2","1","1","0","3","2","7","24","46","75","95","1"
"Set-11","0","1","0","0","1","3","12","19","38","72","93","0"
"Set-12","0","0","0","0","0","1","13","25","42","71","92","0"
"Set-13","0","0","0","2","2","3","6","27","47","82","103","0"
"Set-14","0","0","1","0","0","7","8","25","27","84","86","0"
"Set-15","0","1","0","1","2","5","12","26","38","79","89","1"
"Set-16","0","0","0","0","1","3","18","21","35","82","78","1"
"Set-17","0","0","0","0","0","9","8","20","43","70","86","0"
"Set-18","2","0","0","0","1","6","11","28","43","74","91","1"
"Set-19","0","0","0","1","1","5","15","29","34","69","88","0"
"Set-20","2","1","0","0","2","10","6","20","32","77","92","0"
"Set-21","2","0","3","2","2","10","12","28","35","78","92","0"
"Set-22","0","0","0","1","3","3","11","22","43","82","94","0"
"Set-23","1","0","0","0","0","5","13","27","47","91","105","1"
"Set-24","0","0","0","1","3","7","16","31","39","88","100","0"
"Set-25","0","0","0","0","2","7","7","23","38","72","100","0"
"Set-26","0","0","0","0","1","4","12","25","32","68","94","0"
"Set-27","1","0","0","3","3","5","11","22","31","94","111","0"
"Set-28","0","0","0","0","2","7","19","30","45","106","92","0"
"Set-29","1","1","1","1","2","2","10","24","50","78","99","0"
"Set-30","0","1","0","0","3","3","7","36","41","83","93","0"
"Out-01","2","0","0","0","3","3","6","25","34","106","98","0"
"Out-02","0","0","0","0","3","8","11","31","28","101","104","0"
"Out-03","2","0","1","0","2","3","11","21","38","69","97","0"
"Out-04","1","0","0","0","2","5","11","18","39","89","114","0"
"Out-05","0","0","1","0","1","5","13","22","45","86","103","0"
"Out-06","1","0","0","1","2","6","8","30","32","79","103","0"
"Out-07","1","0","1","0","5","5","11","26","42","69","91","0"
"Out-08","0","0","0","1","0","4","13","24","40","92","85","0"
"Out-09","1","0","0","1","3","3","16","25","36","80","82","0"
"Out-10","1","0","0","0","1","3","17","22","37","76","103","0"
"Out-11","1","0","1","1","1","4","6","17","39","84","93","0"
"Out-12","0","0","1","0","3","5","15","22","40","70","106","0"
"Out-13","0","0","0","1","0","3","11","17","39","86","99","0"
"Out-14","0","0","0","0","3","1","7","16","32","74","90","0"
"Out-15","1","0","0","2","4","5","13","27","52","82","96","0"
"Out-16","1","0","0","0","2","2","13","36","33","78","105","0"
"Out-17","1","0","0","1","1","7","9","21","43","77","94","0"
"Out-18","2","0","0","1","0","4","12","24","38","88","99","0"
"Out-19","1","0","0","1","2","4","13","16","41","64","108","0"
"Out-20","0","1","2","1","1","3","11","19","37","87","102","0"
"Out-21","1","0","0","0","1","6","5","19","50","90","98","0"
"Out-22","0","0","1","0","0","5","12","30","27","81","93","0"
"Out-23","1","1","0","0","2","1","14","26","44","93","94","0"
"Out-24","0","0","0","0","4","6","7","26","41","75","112","0"
"Out-25","0","0","0","1","0","7","18","19","50","111","97","0"
"Out-26","0","0","0","0","3","10","18","29","41","91","90","1"
"Out-27","1","0","0","1","2","5","16","27","41","74","94","0"
"Out-28","1","0","0","2","2","6","13","25","44","70","93","0"
"Out-29","0","0","0","3","2","4","11","28","44","79","114","0"
"Out-30","1","0","0","0","5","11","12","24","41","83","97","0"
"Out-31","0","0","0","1","0","6","12","26","44","76","102","0"
"Nov-01","0","0","0","0","2","1","15","17","39","92","99","0"
"Nov-02","2","1","0","0","3","6","14","28","37","95","106","0"
"Nov-03","2","0","0","0","2","4","11","20","35","95","97","0"
"Nov-04","0","0","0","1","3","4","10","25","38","76","114","0"
"Nov-05","1","0","0","0","0","6","13","26","29","91","111","0"
"Nov-06","0","1","0","0","3","5","15","27","49","96","97","0"
"Nov-07","1","1","0","3","2","4","12","24","43","90","112","0"
"Nov-08","0","0","0","3","2","5","12","27","35","97","97","0"
"Nov-09","1","0","1","0","1","2","10","26","41","86","95","0"
"Nov-10","3","0","0","0","5","7","9","28","38","94","104","0"
"Nov-11","0","0","0","0","2","6","10","24","42","88","104","1"
"Nov-12","0","0","0","0","1","3","12","20","35","95","92","0"
"Nov-13","0","0","0","1","0","3","16","24","34","70","92","0"
"Nov-14","1","0","0","3","2","7","14","31","50","85","83","0"
"Nov-15","2","1","1","3","1","2","12","20","46","84","87","0"
"Nov-16","1","0","0","3","1","3","12","21","39","81","99","0"
"Nov-17","0","0","0","1","6","2","7","30","53","87","94","0"
"Nov-18","1","0","0","0","1","7","11","26","36","95","106","0"
"Nov-19","0","0","2","0","2","3","11","29","48","81","102","1"
"Nov-20","2","0","0","0","1","2","15","21","48","96","118","0"
"Nov-21","0","0","0","1","3","5","11","17","45","79","101","0"
"Nov-22","0","0","0","0","0","8","14","17","45","80","88","0"
"Nov-23","0","0","0","0","1","4","7","23","43","86","116","0"
"Nov-24","0","1","0","1","0","4","11","20","46","78","113","0"
"Nov-25","0","0","1","0","1","2","6","21","46","93","124","1"
"Nov-26","0","0","0","0","2","7","13","31","50","80","137","0"
"Nov-27","0","0","0","2","1","3","18","26","46","98","119","0"
"Nov-28","1","0","0","1","1","3","14","14","38","90","113","0"
"Nov-29","1","0","0","3","2","1","11","23","48","94","109","0"
"Nov-30","4","2","0","0","0","7","15","24","42","112","126","0"
"Dez-01","0","1","0","2","2","5","8","19","41","95","128","0"
"Dez-02","0","1","0","3","1","5","13","22","46","96","127","0"
"Dez-03","1","0","2","2","1","4","14","25","49","81","117","0"
"Dez-04","1","0","0","3","1","3","10","25","34","104","109","0"
"Dez-05","0","0","0","1","0","6","15","18","48","93","96","0"
"Dez-06","0","0","0","1","1","3","16","24","38","90","114","0"
"Dez-07","1","0","1","4","0","4","8","25","35","93","126","0"
"Dez-08","2","0","0","0","1","2","7","33","43","90","113","0"
"Dez-09","0","0","0","0","0","2","15","24","42","98","111","0"
"Dez-10","2","0","0","1","1","5","13","16","49","84","119","1"
"Dez-11","1","0","1","0","2","7","14","13","33","86","103","0"
"Dez-12","1","0","0","0","1","2","18","24","34","100","114","0"
"Dez-13","0","0","0","1","3","3","13","19","47","77","124","0"
"Dez-14","0","1","0","0","2","6","12","20","47","106","101","0"
"Dez-15","0","0","0","0","1","9","14","29","39","102","124","1"
"Dez-16","1","0","0","2","1","4","15","27","38","96","116","0"
"Dez-17","1","0","0","0","1","8","11","19","45","79","117","0"
"Dez-18","1","1","0","3","3","7","11","17","53","97","131","0"
"Dez-19","0","1","0","1","3","6","15","26","38","101","126","0"
"Dez-20","0","0","0","0","0","5","9","23","45","105","117","0"
"Dez-21","0","0","1","1","2","1","12","17","50","102","110","0"
"Dez-22","0","0","1","1","2","7","11","30","40","97","106","0"
"Dez-23","2","0","1","0","1","2","9","20","51","80","108","0"
"Dez-24","1","0","0","0","3","7","13","25","34","84","101","1"
"Dez-25","0","0","0","0","5","4","12","29","50","107","127","0"
"Dez-26","2","0","0","1","6","6","10","20","50","94","126","0"
"Dez-27","0","0","1","0","2","4","14","26","48","89","142","0"
"Dez-28","0","0","1","0","1","5","17","28","44","111","148","0"
"Dez-29","0","1","0","1","1","4","13","22","47","109","107","1"
"Dez-30","0","0","0","0","2","5","7","39","46","86","142","0"
"Dez-31","0","1","0","0","2","5","10","28","54","97","126","0"
