"Data (mm-dd)","< 1 ano","1-4 anos","5-14 anos","15-24 anos","25-34 anos","35-44 anos","45-54 anos","55-64 anos","65-74 anos","75-84 anos","≥ 85 anos","Desconhecido"
"Fev-05","0","1","0","0","4","4","10","31","55","107","123","0"
"Fev-06","0","0","0","1","1","7","21","29","56","107","144","0"
"Fev-07","1","0","0","2","2","1","12","25","42","103","145","3"
"Fev-08","2","0","0","0","3","4","9","22","43","112","130","1"
"Fev-09","0","0","0","2","0","8","16","30","40","101","119","0"
"Fev-10","0","0","1","0","1","8","26","29","63","111","142","0"
"Fev-11","2","0","0","1","1","5","12","32","47","124","124","0"
"Fev-12","0","2","0","0","1","4","21","24","41","92","146","2"
"Fev-13","1","0","0","2","4","12","18","30","47","117","138","0"
"Fev-14","0","0","0","3","2","13","14","28","47","128","141","0"
"Fev-15","1","0","0","3","1","3","16","28","39","100","155","0"
"Fev-16","0","0","0","1","4","5","13","16","38","118","112","1"
"Fev-17","1","0","1","2","2","3","17","29","46","116","119","0"
"Fev-18","0","0","1","0","0","8","9","39","33","116","109","0"
"Fev-19","2","0","1","0","2","5","18","25","47","106","124","0"
"Fev-20","2","0","0","0","0","6","7","28","42","121","134","0"
"Fev-21","0","1","0","1","1","7","22","29","46","112","112","0"
"Fev-22","0","0","0","0","1","7","10","26","52","102","137","0"
"Fev-23","0","0","1","2","3","6","16","23","41","95","127","0"
"Fev-24","1","0","0","3","1","5","11","39","49","113","131","0"
"Fev-25","2","0","0","2","2","6","13","23","41","113","141","0"
"Fev-26","0","0","1","1","0","6","15","34","48","94","133","0"
"Fev-27","0","0","0","0","1","6","14","25","39","130","159","0"
"Fev-28","2","0","0","0","2","6","16","25","44","104","109","1"
"Mar-01","1","0","0","0","1","4","13","32","35","110","137","0"
"Mar-02","0","0","0","2","2","7","25","26","39","114","119","0"
"Mar-03","1","0","0","2","2","7","11","25","40","103","127","0"
"Mar-04","2","0","0","1","1","9","18","18","38","93","102","0"
"Mar-05","1","0","1","1","0","2","19","24","42","81","123","0"
"Mar-06","0","0","0","0","2","4","13","27","44","109","132","0"
"Mar-07","2","1","1","4","2","6","14","23","51","106","105","0"
"Mar-08","2","1","0","0","0","7","16","22","41","118","127","0"
"Mar-09","1","0","0","1","1","4","12","25","34","102","130","0"
"Mar-10","1","0","0","1","4","4","11","28","36","97","117","0"
"Mar-11","1","0","0","0","3","3","16","21","47","105","122","0"
"Mar-12","2","0","0","1","1","5","14","25","49","102","117","0"
"Mar-13","0","1","0","1","0","7","13","26","45","109","124","1"
"Mar-14","1","0","0","0","1","6","12","30","41","110","116","0"
"Mar-15","0","0","0","1","2","6","16","21","34","95","115","1"
"Mar-16","1","0","0","1","2","5","11","24","48","96","108","0"
"Mar-17","2","0","0","1","2","10","11","20","47","88","122","1"
"Mar-18","2","0","0","0","1","12","10","25","41","113","98","0"
"Mar-19","3","0","0","0","0","3","13","25","36","91","117","0"
"Mar-20","1","0","0","1","4","6","18","23","50","101","133","0"
"Mar-21","1","0","0","0","0","5","15","19","37","96","108","0"
"Mar-22","0","0","0","0","3","0","13","19","59","103","90","0"
"Mar-23","0","0","1","1","1","1","13","22","30","89","99","0"
"Mar-24","0","1","0","0","2","4","6","23","34","102","115","0"
"Mar-25","1","0","0","0","0","7","7","21","45","101","130","0"
"Mar-26","1","0","0","1","1","4","13","21","35","101","84","0"
"Mar-27","1","0","1","2","0","5","13","27","37","80","120","0"
"Mar-28","0","0","0","2","0","6","15","29","43","98","95","0"
"Mar-29","0","0","0","1","1","4","18","27","36","88","113","0"
"Mar-30","0","0","1","1","2","4","12","24","38","106","103","0"
"Mar-31","1","0","0","0","3","3","9","22","45","103","104","0"
"Abr-01","1","0","0","2","2","11","15","27","33","110","129","0"
"Abr-02","0","0","0","2","2","5","7","26","56","89","153","0"
"Abr-03","0","0","0","0","2","2","17","35","57","94","124","0"
"Abr-04","1","0","0","1","1","9","14","22","35","76","100","0"
"Abr-05","0","0","0","1","0","2","6","24","38","104","119","0"
"Abr-06","1","0","0","1","1","5","13","21","49","106","118","0"
"Abr-07","0","0","0","3","3","3","8","31","31","100","124","0"
"Abr-08","1","0","0","0","4","10","9","25","49","113","108","0"
"Abr-09","0","0","1","0","1","4","11","22","42","95","118","0"
"Abr-10","0","0","0","0","1","6","8","22","34","106","116","0"
"Abr-11","0","0","1","0","5","2","16","25","51","97","94","0"
"Abr-12","1","0","0","0","0","6","11","23","47","94","105","0"
"Abr-13","0","0","0","0","3","2","12","24","30","93","111","0"
"Abr-14","1","0","0","1","2","5","9","17","48","101","122","0"
"Abr-15","0","0","1","1","0","5","14","19","46","79","138","0"
"Abr-16","0","0","0","2","2","7","15","18","45","111","117","0"
"Abr-17","0","0","0","1","3","11","9","17","57","99","118","0"
"Abr-18","0","0","1","3","4","1","12","16","42","91","97","0"
"Abr-19","2","1","1","0","0","2","11","21","45","86","120","0"
"Abr-20","0","0","0","1","1","3","4","29","34","76","102","0"
"Abr-21","0","0","0","0","3","6","18","25","35","99","94","0"
"Abr-22","0","0","2","0","3","6","10","22","54","79","97","0"
"Abr-23","0","0","0","3","0","5","16","20","37","78","109","0"
"Abr-24","1","0","0","2","4","6","7","28","33","94","112","0"
"Abr-25","0","0","0","0","2","4","11","24","39","70","83","0"
"Abr-26","1","0","0","0","1","9","5","23","33","84","114","0"
"Abr-27","0","0","0","1","2","14","20","26","51","98","99","0"
"Abr-28","0","0","0","0","2","7","17","20","52","93","98","0"
"Abr-29","1","0","0","0","0","5","17","22","43","98","89","0"
"Abr-30","1","0","0","1","2","7","19","20","35","96","105","0"
"Mai-01","2","0","0","3","2","3","11","22","49","98","99","0"
"Mai-02","0","0","0","1","1","3","19","24","33","88","88","0"
"Mai-03","0","0","0","1","2","3","11","18","44","96","112","0"
"Mai-04","1","0","0","0","1","5","13","28","39","98","113","0"
"Mai-05","0","0","0","0","1","6","14","19","46","68","121","0"
"Mai-06","0","0","0","0","3","5","14","20","41","87","102","0"
"Mai-07","0","0","0","1","1","5","18","17","36","77","104","0"
"Mai-08","2","0","0","0","2","2","11","27","39","80","111","0"
"Mai-09","1","0","0","0","1","2","7","20","39","75","99","0"
"Mai-10","1","2","0","1","3","5","16","17","37","90","87","0"
"Mai-11","1","0","1","1","2","4","10","19","37","73","101","0"
"Mai-12","1","0","0","1","2","7","10","19","34","91","85","1"
"Mai-13","3","0","0","0","3","3","11","25","38","74","95","0"
"Mai-14","3","0","0","0","1","7","13","20","29","67","95","0"
"Mai-15","3","0","0","1","0","3","10","24","40","72","93","0"
"Mai-16","0","1","1","1","3","7","18","20","39","81","124","1"
"Mai-17","1","1","0","1","2","6","20","26","41","75","90","0"
"Mai-18","1","0","0","0","2","6","14","14","34","82","83","0"
"Mai-19","0","1","0","1","1","5","14","22","31","89","101","0"
"Mai-20","0","0","0","1","1","4","10","30","37","86","96","0"
"Mai-21","0","0","0","0","1","3","12","20","38","66","90","0"
"Mai-22","1","0","0","0","4","9","10","18","48","85","68","0"
"Mai-23","0","0","0","0","2","6","14","25","38","69","91","0"
"Mai-24","0","1","1","1","0","8","12","19","28","80","88","0"
"Mai-25","0","0","0","0","2","2","22","17","24","74","79","0"
"Mai-26","0","0","0","2","2","4","10","27","39","80","79","0"
"Mai-27","0","1","0","0","4","13","14","26","41","72","93","0"
"Mai-28","0","1","0","0","5","7","8","30","48","92","86","0"
"Mai-29","0","0","0","1","2","2","14","20","45","91","86","0"
"Mai-30","1","0","0","2","0","10","11","23","35","86","115","0"
"Mai-31","0","0","0","0","1","6","13","26","36","84","109","0"
"Jun-01","0","0","0","0","1","2","11","15","42","88","94","0"
"Jun-02","0","1","0","0","1","5","16","18","34","81","91","0"
"Jun-03","0","0","0","0","2","4","20","19","37","89","111","0"
"Jun-04","0","0","0","2","0","2","12","24","36","79","79","0"
"Jun-05","0","0","0","1","0","4","20","24","43","95","93","0"
"Jun-06","0","0","1","1","1","4","12","24","53","72","95","0"
"Jun-07","0","0","0","0","1","7","13","22","38","83","100","0"
"Jun-08","0","0","0","0","2","7","11","21","32","89","101","0"
"Jun-09","2","0","0","2","1","4","13","17","39","77","95","0"
"Jun-10","0","1","0","0","1","1","12","28","41","87","87","0"
"Jun-11","0","0","0","0","2","3","13","18","40","80","87","0"
"Jun-12","2","0","0","1","0","3","11","22","39","67","95","0"
"Jun-13","1","1","0","0","1","4","13","24","44","93","110","0"
"Jun-14","1","0","0","0","2","1","7","14","45","70","120","0"
"Jun-15","1","0","1","2","4","4","14","32","39","98","109","0"
"Jun-16","1","0","0","2","2","11","14","23","38","110","108","0"
"Jun-17","1","0","0","3","1","3","11","19","43","68","114","0"
"Jun-18","2","0","0","1","0","3","9","29","43","88","95","0"
"Jun-19","0","0","0","0","1","4","16","26","40","84","101","0"
"Jun-20","2","0","0","0","3","3","16","16","42","77","93","0"
"Jun-21","0","0","0","0","2","2","14","26","49","71","103","0"
"Jun-22","1","0","0","1","1","3","15","17","36","80","100","0"
"Jun-23","0","0","0","1","1","8","9","22","37","64","95","0"
"Jun-24","0","0","0","3","1","5","10","21","38","89","71","0"
"Jun-25","0","0","0","0","1","8","13","20","35","66","96","0"
"Jun-26","3","0","0","0","0","7","15","19","29","74","88","1"
"Jun-27","1","0","1","0","1","3","17","20","26","85","94","0"
"Jun-28","1","0","0","0","2","4","5","16","45","74","94","0"
"Jun-29","0","0","3","2","2","2","13","15","40","76","85","0"
"Jun-30","0","0","0","0","1","5","10","17","48","80","91","0"
"Jul-01","2","0","0","1","2","7","14","16","49","70","94","0"
"Jul-02","3","0","1","3","1","5","19","24","37","92","75","0"
"Jul-03","0","0","1","0","3","6","10","31","36","86","86","0"
"Jul-04","1","0","0","0","1","4","17","22","40","85","100","0"
"Jul-05","0","0","1","0","3","2","9","20","40","88","82","0"
"Jul-06","0","0","1","0","3","4","10","27","39","70","97","0"
"Jul-07","0","1","0","0","3","2","17","24","38","80","83","0"
"Jul-08","0","0","0","0","3","2","12","24","32","75","84","1"
"Jul-09","0","0","0","0","3","9","12","23","38","86","88","0"
"Jul-10","0","0","0","2","0","5","17","30","50","82","102","0"
"Jul-11","0","0","0","1","2","5","9","26","32","72","90","0"
"Jul-12","0","1","0","1","2","3","14","25","37","79","95","0"
"Jul-13","0","0","0","2","3","8","7","23","45","85","85","0"
"Jul-14","1","0","2","0","2","8","12","20","33","87","94","0"
"Jul-15","0","0","1","1","1","6","11","22","34","105","91","0"
"Jul-16","0","0","0","1","2","3","8","23","54","94","86","0"
"Jul-17","0","1","0","1","1","6","16","24","41","87","98","0"
"Jul-18","1","0","0","0","1","7","12","17","38","84","93","1"
"Jul-19","0","1","0","1","1","3","12","20","38","78","83","0"
"Jul-20","1","0","0","2","3","6","5","12","30","64","70","0"
"Jul-21","1","0","0","0","1","7","13","20","32","76","84","0"
"Jul-22","1","0","1","1","2","3","12","18","38","82","82","0"
"Jul-23","2","1","0","2","3","2","17","30","37","82","90","0"
"Jul-24","2","0","1","0","0","10","9","21","36","79","92","0"
"Jul-25","1","0","1","1","3","4","10","17","30","69","94","0"
"Jul-26","0","1","0","0","1","5","11","20","47","89","85","0"
"Jul-27","0","0","1","1","2","7","12","26","38","74","111","1"
"Jul-28","1","0","1","1","0","0","12","24","56","76","86","0"
"Jul-29","1","0","1","1","0","5","16","13","33","76","90","0"
"Jul-30","0","0","0","0","1","5","9","24","33","84","88","1"
"Jul-31","0","0","0","2","2","4","13","29","35","79","108","0"
"Ago-01","1","0","0","0","3","5","21","21","39","62","94","0"
"Ago-02","0","0","0","0","5","5","11","20","39","83","94","0"
"Ago-03","0","0","0","3","0","5","6","24","34","74","103","0"
"Ago-04","1","0","1","2","5","5","13","24","49","89","81","1"
"Ago-05","0","0","1","2","1","4","18","20","41","79","87","0"
"Ago-06","2","0","0","1","4","3","15","25","49","61","88","0"
"Ago-07","0","0","0","1","1","3","17","27","38","82","120","0"
"Ago-08","1","0","0","0","1","6","11","25","47","86","78","0"
"Ago-09","1","0","0","0","1","6","10","21","33","91","92","0"
"Ago-10","0","0","0","3","5","4","14","27","32","85","105","0"
"Ago-11","0","0","0","2","1","7","10","26","33","82","84","0"
"Ago-12","0","0","0","2","1","3","12","16","34","88","85","0"
"Ago-13","2","0","1","0","3","4","14","27","44","86","83","0"
"Ago-14","0","0","0","1","1","5","11","25","43","91","74","0"
"Ago-15","1","1","1","0","3","5","10","18","29","81","77","1"
"Ago-16","0","1","0","1","3","5","18","26","45","87","103","0"
"Ago-17","1","0","0","2","3","2","12","29","42","77","80","0"
"Ago-18","0","0","0","0","2","10","10","28","30","89","96","0"
"Ago-19","0","0","1","0","0","5","11","22","35","93","83","0"
"Ago-20","1","0","0","0","2","9","7","28","39","88","103","0"
"Ago-21","1","0","0","0","4","2","25","24","51","79","90","0"
"Ago-22","1","0","0","0","3","4","11","24","42","89","103","0"
"Ago-23","0","0","1","4","3","8","10","21","37","77","86","0"
"Ago-24","1","0","0","0","1","3","11","23","43","83","94","0"
"Ago-25","0","0","0","1","1","3","8","23","42","70","79","0"
"Ago-26","1","0","1","0","1","8","10","19","46","88","83","0"
"Ago-27","0","1","0","2","3","3","10","29","33","72","109","0"
"Ago-28","0","0","0","1","1","8","10","18","43","80","87","0"
"Ago-29","1","0","0","3","1","10","12","19","46","69","99","0"
"Ago-30","1","0","0","0","1","6","10","24","32","94","94","0"
"Ago-31","0","0","0","1","3","3","12","20","35","97","89","0"
"Set-01","0","0","0","0","1","4","17","27","34","87","110","0"
"Set-02","1","0","0","0","1","3","9","35","48","69","109","0"
"Set-03","1","0","1","0","2","4","16","23","40","90","96","0"
"Set-04","0","0","0","0","1","3","7","20","32","76","88","0"
"Set-05","0","0","0","2","2","6","22","22","39","90","81","0"
"Set-06","1","0","0","1","2","5","10","21","45","87","97","0"
"Set-07","1","0","2","0","1","4","12","33","45","87","112","0"
"Set-08","0","0","0","0","1","4","6","26","33","76","92","0"
"Set-09","0","0","0","1","2","7","14","27","39","71","99","0"
"Set-10","0","0","0","1","0","6","15","24","56","80","72","0"
"Set-11","0","1","0","4","0","6","13","23","41","79","97","0"
"Set-12","0","0","0","1","1","7","9","29","32","78","99","0"
"Set-13","0","0","0","2","2","4","9","22","37","73","93","0"
"Set-14","0","1","0","1","2","6","8","12","44","75","85","0"
"Set-15","1","0","0","1","2","3","13","23","50","84","84","1"
"Set-16","0","0","0","1","1","2","14","31","46","76","88","0"
"Set-17","0","1","0","2","2","6","13","15","27","86","92","1"
"Set-18","1","0","0","0","4","5","13","21","39","69","101","0"
"Set-19","0","0","0","0","0","7","19","15","37","90","77","0"
"Set-20","0","0","0","1","0","6","20","22","41","83","77","0"
"Set-21","0","0","0","0","0","0","8","16","35","74","78","0"
"Set-22","0","1","0","2","1","6","12","24","46","88","87","1"
"Set-23","1","0","0","2","1","9","17","25","27","111","91","0"
"Set-24","0","0","0","1","1","6","16","22","27","86","90","0"
"Set-25","2","1","0","1","2","6","14","25","34","77","96","1"
"Set-26","0","0","2","3","2","10","12","28","30","70","79","0"
"Set-27","1","1","1","1","0","5","12","26","40","74","114","0"
"Set-28","0","0","2","1","2","2","14","29","37","74","90","0"
"Set-29","3","0","1","1","2","5","10","19","31","81","97","0"
"Set-30","1","0","1","1","1","7","9","18","31","92","105","0"
"Out-01","0","0","0","1","2","4","8","20","45","93","100","0"
"Out-02","0","1","0","1","4","5","12","27","41","80","113","0"
"Out-03","0","0","0","2","3","3","4","31","34","82","96","0"
"Out-04","1","1","0","1","3","6","20","24","34","81","101","1"
"Out-05","1","0","0","1","1","6","6","22","38","92","88","0"
"Out-06","1","0","0","1","0","0","18","32","41","87","90","0"
"Out-07","1","1","0","1","3","6","12","24","41","88","106","0"
"Out-08","2","0","1","0","1","4","17","21","33","76","84","0"
"Out-09","0","0","0","0","2","13","12","35","39","76","91","0"
"Out-10","1","0","0","1","2","8","17","26","36","90","91","0"
"Out-11","0","1","0","1","1","4","10","26","32","71","88","0"
"Out-12","0","1","0","0","4","5","17","24","29","77","91","0"
"Out-13","1","0","0","1","3","5","14","27","40","73","98","0"
"Out-14","1","0","0","2","2","6","12","29","35","80","98","2"
"Out-15","0","0","0","0","3","3","14","19","43","81","110","0"
"Out-16","0","0","0","0","1","5","9","22","52","99","96","0"
"Out-17","1","0","1","0","4","6","17","25","47","96","102","0"
"Out-18","1","0","2","1","5","5","11","19","36","85","105","0"
"Out-19","0","0","0","0","2","3","10","23","43","72","113","0"
"Out-20","5","0","0","1","3","9","17","22","50","88","110","0"
"Out-21","2","0","1","0","0","5","7","17","55","88","112","1"
"Out-22","1","0","0","1","3","4","16","16","41","87","94","0"
"Out-23","1","0","1","0","3","2","14","16","41","86","99","0"
"Out-24","0","0","0","1","1","5","15","18","55","76","111","0"
"Out-25","1","0","0","3","2","6","12","23","44","79","124","0"
"Out-26","0","0","0","1","2","9","13","20","40","103","135","0"
"Out-27","1","1","0","2","3","3","19","23","49","93","82","0"
"Out-28","0","1","1","2","2","12","12","15","46","94","108","0"
"Out-29","1","0","1","1","2","8","8","23","50","87","99","0"
"Out-30","2","0","1","2","4","6","10","31","35","86","94","0"
"Out-31","1","0","0","1","1","2","10","22","34","95","100","0"
"Nov-01","0","0","0","0","2","5","8","28","42","78","107","0"
"Nov-02","0","0","0","0","1","7","15","15","47","78","99","0"
"Nov-03","0","0","0","1","1","4","10","23","58","89","94","0"
"Nov-04","0","0","0","0","2","9","8","25","48","82","88","0"
"Nov-05","2","0","0","1","1","5","15","25","32","82","93","0"
"Nov-06","0","0","0","2","2","7","7","22","47","79","100","0"
"Nov-07","2","0","0","0","1","2","23","17","40","104","94","0"
"Nov-08","0","0","0","2","0","9","12","24","45","83","98","0"
"Nov-09","0","0","0","1","1","2","13","28","49","77","112","0"
"Nov-10","2","1","0","1","1","3","10","25","49","79","103","0"
"Nov-11","2","0","1","1","5","3","15","33","45","108","107","0"
"Nov-12","1","0","0","0","2","9","13","23","54","68","110","0"
"Nov-13","1","0","0","0","5","3","16","24","40","88","113","0"
"Nov-14","0","0","0","1","1","7","18","23","53","89","112","1"
"Nov-15","0","0","0","0","0","3","15","18","28","107","103","0"
"Nov-16","0","0","1","0","1","1","9","20","35","78","96","0"
"Nov-17","0","0","0","0","3","3","17","24","54","95","99","0"
"Nov-18","0","0","0","2","1","1","15","32","49","98","114","0"
"Nov-19","0","0","0","0","2","0","12","27","39","88","108","0"
"Nov-20","3","0","0","0","0","5","10","31","45","84","101","0"
"Nov-21","0","0","0","0","0","4","9","31","46","85","95","0"
"Nov-22","1","0","1","1","3","5","12","33","54","111","106","0"
"Nov-23","0","0","0","2","0","3","10","17","40","91","127","0"
"Nov-24","1","0","0","2","2","7","13","25","35","87","109","0"
"Nov-25","2","1","1","0","0","4","11","23","46","94","101","0"
"Nov-26","1","0","0","0","2","6","10","28","45","97","115","0"
"Nov-27","0","0","0","1","2","6","16","32","47","77","101","0"
"Nov-28","1","0","0","2","3","6","9","18","53","100","135","0"
"Nov-29","1","0","1","2","0","3","14","18","44","112","117","0"
"Nov-30","0","0","1","2","1","6","13","24","49","81","109","0"
"Dez-01","0","1","0","1","0","6","16","35","44","105","124","0"
"Dez-02","1","0","0","2","1","4","15","32","40","112","127","0"
"Dez-03","0","0","0","2","3","9","10","22","56","96","94","1"
"Dez-04","0","1","0","2","3","7","16","16","46","96","119","0"
"Dez-05","0","0","1","1","1","5","15","23","46","106","109","0"
"Dez-06","0","0","1","3","5","3","21","23","43","98","110","0"
"Dez-07","0","0","1","0","5","6","16","38","46","93","120","0"
"Dez-08","1","0","0","1","5","6","16","35","39","112","117","0"
"Dez-09","1","1","4","3","2","8","18","35","51","123","126","0"
"Dez-10","1","0","0","1","4","4","11","33","42","99","134","0"
"Dez-11","0","0","1","1","0","5","20","23","52","121","118","0"
"Dez-12","0","0","1","0","0","7","12","23","40","111","135","0"
"Dez-13","0","0","0","0","2","3","11","32","53","100","130","0"
"Dez-14","2","0","0","1","1","7","13","23","39","102","146","0"
"Dez-15","2","0","0","2","2","3","13","27","46","108","110","0"
"Dez-16","3","1","0","2","0","2","14","22","50","119","138","1"
"Dez-17","0","0","2","0","1","5","11","28","49","105","115","0"
"Dez-18","0","1","0","2","1","6","7","26","42","111","115","0"
"Dez-19","0","0","0","0","1","7","12","31","44","123","137","0"
"Dez-20","2","0","0","0","2","3","8","27","47","91","142","0"
"Dez-21","1","0","0","2","0","1","11","23","42","122","126","1"
"Dez-22","0","0","0","1","2","3","13","28","45","121","149","0"
"Dez-23","1","0","0","1","2","2","14","33","50","123","135","0"
"Dez-24","0","0","1","0","4","7","17","41","50","131","133","0"
"Dez-25","0","0","0","0","1","8","17","30","49","119","151","0"
"Dez-26","1","0","0","0","1","3","24","20","60","117","167","0"
"Dez-27","0","0","0","1","2","5","14","23","42","117","127","0"
"Dez-28","1","0","0","1","2","7","14","23","56","116","138","0"
"Dez-29","0","0","3","1","2","6","9","23","44","121","165","0"
"Dez-30","2","1","1","0","2","7","15","27","46","109","146","2"
"Dez-31","0","0","0","3","1","6","19","33","54","115","151","0"
