"Data (mm-dd)","< 1 ano","1-4 anos","5-14 anos","15-24 anos","25-34 anos","35-44 anos","45-54 anos","55-64 anos","65-74 anos","75-84 anos","≥ 85 anos","Desconhecido"
"Jun-16","1","0","0","1","1","4","12","25","43","74","94","0"
"Jun-17","0","0","0","0","2","1","8","26","44","77","119","1"
"Jun-18","1","0","0","0","0","7","13","27","51","66","104","0"
"Jun-19","0","0","2","1","1","1","9","27","42","88","115","1"
"Jun-20","0","0","0","1","3","5","12","25","41","77","107","1"
"Jun-21","0","0","0","0","0","3","11","21","34","77","117","0"
"Jun-22","0","0","0","0","3","4","12","27","40","72","100","0"
"Jun-23","0","0","0","0","1","4","11","17","43","95","120","1"
"Jun-24","1","0","0","0","3","6","17","23","47","94","102","0"
"Jun-25","0","0","0","2","2","1","10","31","40","87","131","0"
"Jun-26","0","0","1","1","3","3","11","29","32","70","120","0"
"Jun-27","0","0","0","0","3","1","10","13","40","83","110","0"
"Jun-28","0","0","0","1","2","1","9","22","37","66","106","0"
"Jun-29","1","0","1","2","2","6","10","29","48","83","97","0"
"Jun-30","1","1","0","1","3","3","11","27","42","79","101","0"
"Jul-01","1","1","0","1","1","4","11","25","41","76","107","0"
"Jul-02","0","0","0","1","1","4","8","25","44","81","123","0"
"Jul-03","0","0","0","0","1","5","11","25","45","71","119","0"
"Jul-04","1","2","0","1","0","7","9","22","48","71","104","0"
"Jul-05","3","0","0","0","1","8","10","30","37","88","106","0"
"Jul-06","1","0","0","1","4","4","8","26","39","62","115","1"
"Jul-07","1","0","0","0","0","6","7","20","43","69","110","0"
"Jul-08","0","0","0","1","2","4","13","26","50","67","112","0"
"Jul-09","3","0","1","1","2","3","11","23","42","71","100","0"
"Jul-10","2","0","0","0","1","3","10","26","44","78","106","0"
"Jul-11","0","0","0","1","0","2","17","26","46","79","112","1"
"Jul-12","0","0","1","3","3","3","15","23","40","91","110","0"
"Jul-13","1","0","0","2","1","7","10","26","34","74","115","0"
"Jul-14","1","0","0","0","0","4","12","21","44","83","89","0"
"Jul-15","0","0","0","1","0","3","10","19","35","68","115","0"
"Jul-16","0","0","1","1","1","5","8","24","37","76","101","0"
"Jul-17","0","0","0","1","2","4","10","23","48","72","97","0"
"Jul-18","1","0","0","1","0","9","10","23","34","71","106","0"
"Jul-19","1","1","0","2","1","5","18","27","42","79","124","0"
"Jul-20","1","0","0","0","2","9","9","21","43","77","102","2"
"Jul-21","0","1","0","0","0","1","4","23","42","73","108","0"
"Jul-22","0","0","0","1","3","3","10","29","43","77","100","0"
"Jul-23","2","0","0","1","3","6","4","30","35","83","105","0"
"Jul-24","1","0","1","0","0","1","11","30","33","74","91","0"
"Jul-25","1","0","1","0","1","6","12","23","39","81","130","0"
"Jul-26","1","0","1","0","1","3","15","16","43","66","109","0"
"Jul-27","0","0","1","1","2","2","16","19","32","69","113","1"
"Jul-28","0","0","0","3","3","9","10","26","47","72","106","0"
"Jul-29","0","0","0","0","2","6","7","25","51","76","107","0"
"Jul-30","1","0","1","1","0","2","9","19","35","67","97","0"
"Jul-31","1","1","0","1","2","4","9","18","44","82","94","0"
"Ago-01","1","0","2","2","1","8","4","17","44","61","119","0"
"Ago-02","2","0","0","4","1","1","13","20","57","82","109","1"
"Ago-03","1","0","0","3","2","1","18","34","53","90","106","1"
"Ago-04","2","0","0","0","2","6","8","30","32","69","86","0"
"Ago-05","1","0","0","1","2","4","8","19","35","73","102","0"
"Ago-06","2","0","0","1","1","4","9","29","44","86","96","0"
"Ago-07","0","0","0","1","0","5","13","18","35","86","102","0"
"Ago-08","0","0","0","0","1","5","10","18","51","79","136","1"
"Ago-09","0","0","0","0","3","5","16","30","37","85","109","0"
"Ago-10","3","0","1","1","2","4","10","29","33","70","103","1"
"Ago-11","0","1","0","0","1","5","6","20","38","62","97","0"
"Ago-12","0","0","1","2","0","1","11","31","35","73","96","1"
"Ago-13","0","1","0","1","1","4","11","24","49","75","91","1"
"Ago-14","0","0","0","0","1","4","9","28","39","51","113","0"
"Ago-15","0","0","0","0","1","3","13","21","34","61","98","0"
"Ago-16","2","0","0","0","1","8","12","22","27","83","107","0"
"Ago-17","1","0","0","1","0","4","4","26","37","92","98","0"
"Ago-18","3","0","0","2","3","3","12","23","41","91","96","0"
"Ago-19","2","0","0","0","2","6","16","28","39","75","89","0"
"Ago-20","2","0","0","3","3","3","10","22","49","68","105","0"
"Ago-21","1","1","0","2","0","4","12","22","47","89","109","0"
"Ago-22","1","2","0","0","3","4","10","24","41","85","100","0"
"Ago-23","0","0","0","1","0","7","13","27","47","87","119","1"
"Ago-24","0","0","0","2","2","4","15","22","43","91","130","0"
"Ago-25","0","0","0","1","1","4","11","19","36","70","112","0"
"Ago-26","0","0","0","2","0","3","13","26","42","87","118","0"
"Ago-27","0","1","0","1","1","1","15","25","33","86","94","0"
"Ago-28","1","0","0","1","3","6","9","24","49","71","110","0"
"Ago-29","1","0","1","0","4","6","19","28","41","80","108","0"
"Ago-30","0","0","0","1","0","1","21","25","41","69","114","0"
"Ago-31","1","1","1","0","2","4","10","11","51","79","89","0"
"Set-01","0","1","0","1","1","2","14","19","39","69","117","0"
"Set-02","0","0","0","1","2","5","12","26","56","81","90","0"
"Set-03","1","0","0","1","3","5","11","27","39","81","115","1"
"Set-04","2","0","1","2","0","0","11","20","44","78","125","0"
"Set-05","1","1","2","3","1","5","11","22","32","99","108","0"
"Set-06","1","0","0","0","3","6","18","20","42","72","104","0"
"Set-07","1","0","0","0","1","3","9","24","35","95","98","0"
"Set-08","0","0","1","0","2","4","8","27","50","78","117","0"
"Set-09","1","0","1","0","4","0","7","22","40","72","111","0"
"Set-10","1","1","0","0","0","4","13","33","29","73","88","1"
"Set-11","0","0","0","1","1","2","8","31","36","78","101","0"
"Set-12","2","0","0","0","1","9","8","25","37","81","116","0"
"Set-13","0","0","0","0","2","2","8","23","40","69","104","0"
"Set-14","2","0","0","1","4","3","10","18","42","82","125","0"
"Set-15","1","0","0","2","2","4","12","11","32","75","105","0"
"Set-16","2","1","0","3","2","8","13","24","50","70","122","0"
"Set-17","1","0","0","0","1","4","19","19","34","77","105","0"
"Set-18","0","1","2","0","2","4","15","24","33","93","91","1"
"Set-19","0","0","0","1","0","4","10","22","42","84","101","0"
"Set-20","0","0","0","0","0","8","13","32","39","86","115","0"
"Set-21","1","0","0","1","3","6","9","23","47","72","116","0"
"Set-22","0","0","0","0","0","3","10","29","39","69","103","0"
"Set-23","0","0","0","3","0","8","16","28","43","82","108","0"
"Set-24","0","0","0","0","0","3","7","18","48","68","94","0"
"Set-25","0","0","0","3","2","3","12","27","37","59","110","0"
"Set-26","1","0","0","0","3","3","22","19","42","71","101","0"
"Set-27","0","0","0","0","2","0","10","27","46","78","91","0"
"Set-28","1","0","0","1","1","3","12","25","44","71","115","0"
"Set-29","0","0","0","0","1","2","10","34","33","77","109","0"
"Set-30","0","0","1","2","5","1","12","27","42","88","114","1"
"Out-01","0","0","0","1","2","4","14","21","40","90","99","0"
"Out-02","0","0","0","0","3","3","14","24","54","70","118","0"
"Out-03","2","1","1","2","0","3","4","24","41","82","102","0"
"Out-04","1","0","0","1","2","6","13","32","40","70","127","0"
"Out-05","0","0","0","1","0","8","19","26","33","87","92","0"
"Out-06","0","0","1","0","4","3","8","17","46","64","107","0"
"Out-07","1","0","0","0","2","2","10","25","38","72","116","0"
"Out-08","1","0","0","3","5","5","6","27","51","80","100","0"
"Out-09","3","1","0","0","2","5","14","30","54","70","91","1"
"Out-10","1","0","0","1","2","5","12","28","39","78","104","0"
"Out-11","0","0","0","2","1","5","14","23","34","70","100","0"
"Out-12","1","0","0","0","2","2","16","19","47","66","110","0"
"Out-13","0","0","0","0","1","3","5","23","39","81","120","0"
"Out-14","0","0","0","0","1","3","16","27","36","67","119","0"
"Out-15","0","0","0","1","0","7","8","23","42","81","86","1"
"Out-16","0","0","1","0","2","1","6","23","49","85","95","0"
"Out-17","1","0","1","2","0","2","14","24","48","85","120","1"
"Out-18","1","0","0","1","0","5","11","23","47","87","107","0"
"Out-19","0","0","0","1","0","1","10","22","42","89","123","0"
"Out-20","1","0","0","0","1","1","11","17","47","79","121","0"
"Out-21","0","0","0","0","2","0","10","26","50","87","123","0"
"Out-22","0","0","1","0","3","2","12","33","34","101","118","0"
"Out-23","0","1","0","0","0","6","11","33","46","87","126","0"
"Out-24","1","1","0","1","1","4","11","21","44","102","110","0"
"Out-25","1","1","0","0","2","1","9","25","50","93","119","1"
"Out-26","1","0","0","0","1","6","14","24","43","84","130","0"
"Out-27","0","2","0","6","1","2","13","24","54","87","132","0"
"Out-28","0","0","0","0","0","3","4","29","57","96","130","0"
"Out-29","0","0","0","0","3","3","9","25","47","81","123","0"
"Out-30","0","0","1","0","0","7","13","29","40","92","144","0"
"Out-31","0","0","0","0","1","4","11","33","46","82","128","0"
"Nov-01","0","0","0","0","0","11","9","21","55","89","125","0"
"Nov-02","1","0","0","2","2","4","12","19","54","85","118","0"
"Nov-03","0","2","0","0","2","6","14","25","39","80","131","0"
"Nov-04","0","0","0","1","2","9","7","36","53","95","118","0"
"Nov-05","0","0","0","2","0","3","13","25","45","71","142","0"
"Nov-06","1","1","2","0","1","5","11","29","55","88","106","0"
"Nov-07","0","0","0","1","1","2","11","27","47","81","130","0"
"Nov-08","0","0","0","0","4","7","10","19","46","77","150","1"
"Nov-09","1","0","0","0","1","4","9","23","47","93","112","0"
"Nov-10","0","0","1","0","1","3","11","20","40","78","130","2"
"Nov-11","0","0","0","1","2","2","12","25","41","86","138","0"
"Nov-12","0","0","0","2","1","5","19","24","34","89","135","1"
"Nov-13","0","0","0","3","1","1","12","22","38","83","139","0"
"Nov-14","0","0","0","0","1","2","13","23","55","95","126","0"
"Nov-15","1","0","0","0","0","2","12","29","48","89","140","0"
"Nov-16","0","0","0","0","2","5","5","23","49","95","121","0"
"Nov-17","1","0","0","2","1","5","7","32","45","99","125","0"
"Nov-18","0","0","1","1","4","3","13","24","38","82","135","0"
"Nov-19","3","0","1","1","2","3","15","22","46","112","146","1"
"Nov-20","0","0","1","1","0","3","12","31","48","93","120","0"
"Nov-21","0","0","0","1","1","6","13","31","45","90","141","0"
"Nov-22","0","0","0","1","1","3","21","39","46","98","138","0"
"Nov-23","1","0","0","1","2","5","8","30","58","82","122","0"
"Nov-24","0","1","0","0","2","3","7","19","33","93","146","0"
"Nov-25","2","0","0","2","1","6","11","28","51","93","136","0"
"Nov-26","1","0","0","1","2","5","10","24","57","97","138","0"
"Nov-27","0","0","1","0","1","3","11","21","51","102","136","1"
"Nov-28","0","0","0","2","2","3","8","30","48","89","136","1"
"Nov-29","0","1","0","0","1","0","16","21","43","104","138","0"
"Nov-30","1","0","0","0","2","6","9","20","40","97","149","1"
"Dez-01","1","1","0","2","6","3","7","16","34","81","138","0"
"Dez-02","0","0","0","1","2","1","10","34","54","83","125","0"
"Dez-03","1","0","1","3","3","2","16","35","35","70","133","1"
"Dez-04","0","0","0","0","0","5","8","21","41","79","117","0"
"Dez-05","0","0","0","0","2","3","12","28","49","101","146","0"
"Dez-06","1","0","0","2","2","4","13","22","55","74","139","0"
"Dez-07","1","1","0","0","1","4","12","20","42","83","141","0"
"Dez-08","1","0","0","0","1","3","6","17","55","96","121","0"
"Dez-09","0","0","0","1","2","2","12","23","58","93","141","0"
"Dez-10","0","0","0","0","3","7","13","32","45","99","136","0"
"Dez-11","0","0","0","0","3","3","15","27","45","89","151","0"
"Dez-12","1","0","0","0","4","3","9","30","54","112","122","1"
"Dez-13","2","0","0","1","2","5","9","20","44","85","131","0"
"Dez-14","0","0","0","0","1","6","18","20","53","87","147","0"
"Dez-15","1","1","0","2","2","8","12","32","43","101","133","0"
"Dez-16","0","0","0","1","3","4","13","25","46","96","147","0"
"Dez-17","2","0","0","1","0","2","6","13","37","78","128","0"
"Dez-18","0","0","0","0","3","4","14","31","45","98","121","1"
"Dez-19","3","0","0","0","3","5","17","30","42","103","152","1"
"Dez-20","2","1","1","1","1","5","13","35","53","94","131","0"
"Dez-21","1","1","0","0","2","4","10","29","45","104","146","0"
"Dez-22","0","0","1","1","1","2","15","34","51","79","161","0"
"Dez-23","1","0","1","2","1","5","11","19","56","86","140","0"
"Dez-24","1","0","1","2","3","1","10","26","44","97","149","1"
"Dez-25","1","1","0","1","1","2","14","25","58","99","127","0"
"Dez-26","0","0","0","3","3","5","12","33","34","101","123","0"
"Dez-27","1","0","1","1","1","3","11","34","52","104","142","0"
"Dez-28","1","1","0","0","1","4","6","16","43","91","154","1"
"Dez-29","1","0","0","2","1","4","16","27","59","107","135","2"
"Dez-30","0","0","2","1","3","6","15","26","62","72","152","0"
"Dez-31","1","0","1","2","0","5","16","20","41","97","161","1"
