"Data (mm-dd)","< 1 ano","1-4 anos","5-14 anos","15-24 anos","25-34 anos","35-44 anos","45-54 anos","55-64 anos","65-74 anos","75-84 anos","≥ 85 anos","Desconhecido"
"Fev-16","0","0","0","0","1","6","17","26","46","102","186","1"
"Fev-17","1","0","0","1","4","4","11","29","56","111","170","0"
"Fev-18","0","0","0","0","0","2","17","29","51","121","175","0"
"Fev-19","1","0","0","2","1","6","17","37","52","99","192","0"
"Fev-20","0","0","0","1","2","3","15","30","61","110","180","0"
"Fev-21","4","1","0","3","4","6","15","25","54","120","182","1"
"Fev-22","1","0","0","0","1","4","11","36","46","124","183","0"
"Fev-23","1","1","0","1","4","7","16","28","48","104","175","0"
"Fev-24","1","0","0","1","3","4","12","32","52","92","175","1"
"Fev-25","1","0","0","0","0","3","9","33","57","117","172","0"
"Fev-26","2","1","0","0","2","3","16","26","46","140","174","0"
"Fev-27","0","1","1","0","0","6","15","25","57","111","182","1"
"Fev-28","1","0","1","0","0","4","15","27","50","115","178","0"
"Mar-01","1","1","0","0","1","2","12","24","52","116","167","0"
"Mar-02","0","0","0","0","0","5","7","21","49","106","194","1"
"Mar-03","0","0","0","0","6","6","16","26","48","105","160","1"
"Mar-04","2","0","1","0","3","4","10","23","41","101","157","0"
"Mar-05","0","0","0","0","1","9","16","25","40","97","159","0"
"Mar-06","1","1","0","1","3","1","6","35","47","122","173","0"
"Mar-07","3","0","0","0","1","6","18","20","50","94","127","0"
"Mar-08","0","0","0","0","1","2","13","18","45","102","144","1"
"Mar-09","1","0","0","1","1","7","9","26","42","105","131","0"
"Mar-10","2","0","1","3","2","4","10","22","54","93","168","0"
"Mar-11","2","2","0","2","1","3","8","27","42","100","148","0"
"Mar-12","0","0","1","1","2","5","15","39","40","107","147","0"
"Mar-13","0","0","0","0","2","8","9","30","49","102","144","0"
"Mar-14","0","0","2","1","3","4","16","32","46","102","157","0"
"Mar-15","1","1","0","1","5","4","9","19","47","102","155","0"
"Mar-16","0","0","0","0","1","4","13","34","38","80","148","0"
"Mar-17","3","0","1","1","1","5","12","19","47","100","139","0"
"Mar-18","0","0","1","0","1","6","22","30","47","99","128","1"
"Mar-19","0","0","1","1","1","1","7","28","33","92","132","1"
"Mar-20","0","0","0","0","1","0","18","20","44","83","128","0"
"Mar-21","2","1","0","2","1","2","8","25","61","81","134","0"
"Mar-22","3","0","1","0","0","2","9","26","48","101","135","0"
"Mar-23","2","0","0","0","2","5","14","21","54","101","144","0"
"Mar-24","0","0","0","0","2","3","5","19","56","111","137","0"
"Mar-25","1","2","0","1","1","4","8","26","55","86","147","0"
"Mar-26","0","0","0","1","2","5","13","30","35","102","174","0"
"Mar-27","1","2","0","1","1","5","9","24","45","107","156","0"
"Mar-28","1","1","1","0","1","1","16","31","57","83","144","0"
"Mar-29","1","0","0","0","1","4","13","31","45","81","145","0"
"Mar-30","1","0","0","2","1","7","14","23","53","101","123","0"
"Mar-31","1","1","0","2","2","2","14","26","42","84","137","0"
"Abr-01","0","0","0","1","0","5","8","27","50","104","156","0"
"Abr-02","0","0","0","1","3","4","8","32","60","110","176","0"
"Abr-03","0","0","0","0","1","1","11","30","46","100","153","0"
"Abr-04","1","0","0","1","1","6","9","28","55","89","161","1"
"Abr-05","1","0","0","1","3","4","20","29","36","96","146","0"
"Abr-06","0","0","0","2","3","4","12","12","54","99","136","0"
"Abr-07","0","0","0","1","0","4","16","26","47","106","120","1"
"Abr-08","0","0","0","1","3","6","11","19","43","97","116","0"
"Abr-09","0","0","0","0","1","5","13","15","51","95","136","0"
"Abr-10","4","0","0","0","4","6","25","21","54","84","120","0"
"Abr-11","1","0","0","0","1","2","15","24","49","93","143","1"
"Abr-12","1","0","0","3","1","3","8","32","43","107","145","0"
"Abr-13","1","0","0","1","0","7","11","26","44","99","146","0"
"Abr-14","1","0","0","1","3","6","12","23","50","78","145","1"
"Abr-15","1","0","0","1","0","4","14","23","35","108","151","0"
"Abr-16","0","1","0","0","0","5","18","21","42","90","145","0"
"Abr-17","3","1","0","1","1","7","19","21","45","95","127","0"
"Abr-18","1","0","0","1","4","2","12","19","35","95","134","0"
"Abr-19","0","0","0","0","0","7","13","26","61","99","115","0"
"Abr-20","1","0","1","1","1","2","16","19","52","81","147","0"
"Abr-21","2","1","0","1","0","5","4","23","40","108","132","0"
"Abr-22","0","1","0","0","0","6","9","24","43","100","118","0"
"Abr-23","0","0","0","0","3","5","10","29","44","93","135","0"
"Abr-24","2","0","0","0","1","9","13","30","49","102","115","0"
"Abr-25","1","0","0","1","0","5","9","28","46","88","125","0"
"Abr-26","2","0","2","1","1","6","20","21","53","91","111","0"
"Abr-27","0","0","0","0","1","2","6","21","47","74","140","1"
"Abr-28","0","1","1","0","2","3","11","25","46","67","133","0"
"Abr-29","0","0","0","0","0","3","10","23","36","75","147","1"
"Abr-30","1","1","0","0","1","3","13","23","30","90","120","0"
"Mai-01","1","0","1","0","1","1","13","19","37","74","111","1"
"Mai-02","0","0","1","1","3","7","15","20","40","77","117","0"
"Mai-03","0","0","2","2","4","4","12","27","40","82","113","0"
"Mai-04","1","0","1","2","2","8","12","21","35","98","128","0"
"Mai-05","2","1","0","0","0","6","12","17","38","102","124","1"
"Mai-06","2","0","2","1","3","3","14","21","43","82","123","1"
"Mai-07","0","0","0","0","0","5","12","34","51","99","120","0"
"Mai-08","2","0","0","0","0","5","8","22","32","100","140","1"
"Mai-09","0","0","1","0","1","6","11","33","38","84","121","1"
"Mai-10","0","0","0","1","0","6","14","24","49","82","114","0"
"Mai-11","1","1","0","2","1","3","6","22","29","88","115","0"
"Mai-12","2","1","0","0","0","4","11","18","37","88","106","0"
"Mai-13","0","0","0","1","1","1","8","14","40","71","97","0"
"Mai-14","0","0","0","1","3","5","8","30","48","79","99","0"
"Mai-15","0","0","0","0","0","4","7","30","40","90","110","1"
"Mai-16","3","1","1","0","2","7","19","26","44","92","115","0"
"Mai-17","1","0","1","1","1","7","10","29","48","83","109","0"
"Mai-18","0","0","0","0","2","7","13","35","50","105","116","0"
"Mai-19","0","0","0","0","3","2","15","21","44","80","127","1"
"Mai-20","0","0","0","0","0","4","17","30","41","81","130","1"
"Mai-21","0","0","0","0","1","6","9","26","51","81","121","0"
"Mai-22","2","1","0","0","1","7","6","22","37","79","103","0"
"Mai-23","0","0","0","0","0","4","16","22","52","96","136","0"
"Mai-24","0","0","1","1","1","1","14","27","37","81","105","0"
"Mai-25","1","0","0","0","2","6","9","16","44","81","90","0"
"Mai-26","1","0","1","1","2","4","14","20","43","88","102","0"
"Mai-27","0","0","0","2","3","2","23","25","27","111","122","0"
"Mai-28","0","0","0","1","4","7","7","21","45","83","111","0"
"Mai-29","1","0","0","2","2","2","8","25","43","89","112","0"
"Mai-30","2","0","1","1","1","5","14","26","45","88","92","0"
"Mai-31","0","0","0","3","0","4","11","20","36","99","113","0"
"Jun-01","0","1","0","0","1","5","13","23","48","73","95","0"
"Jun-02","0","0","0","0","2","4","14","21","34","90","99","0"
"Jun-03","0","0","0","0","1","2","10","27","46","71","92","0"
"Jun-04","3","0","0","2","1","3","11","21","44","99","106","0"
"Jun-05","0","0","0","0","5","4","15","20","43","90","137","0"
"Jun-06","0","0","0","0","4","8","9","19","39","93","109","0"
"Jun-07","2","0","2","0","2","6","11","21","42","86","98","0"
"Jun-08","0","1","1","0","1","5","12","32","33","76","114","0"
"Jun-09","0","0","1","1","2","4","11","18","49","82","103","0"
"Jun-10","0","0","0","1","1","6","9","22","43","87","114","0"
"Jun-11","0","1","1","2","2","1","17","25","37","77","108","0"
"Jun-12","2","0","0","0","3","4","6","32","43","76","82","0"
"Jun-13","3","0","0","0","0","2","19","18","48","74","118","0"
"Jun-14","2","0","0","1","3","7","16","19","37","90","120","0"
"Jun-15","2","0","0","0","3","5","16","27","35","82","111","0"
"Jun-16","3","0","0","0","1","4","10","22","48","75","118","1"
"Jun-17","2","0","0","0","1","3","13","28","39","91","110","0"
"Jun-18","1","1","0","1","4","0","17","30","43","99","115","0"
"Jun-19","0","0","0","0","5","3","14","29","57","90","144","0"
"Jun-20","2","0","1","3","3","4","9","26","54","90","141","0"
"Jun-21","1","0","0","1","5","6","14","19","36","84","144","0"
"Jun-22","0","0","0","0","0","4","8","17","44","76","131","1"
"Jun-23","0","1","0","2","1","2","10","24","30","79","109","1"
"Jun-24","2","0","0","0","3","3","10","18","51","84","104","1"
"Jun-25","0","0","0","0","0","6","11","34","46","107","99","0"
"Jun-26","0","0","0","2","3","1","12","21","56","85","106","0"
"Jun-27","4","1","0","0","1","3","14","18","59","92","112","0"
"Jun-28","1","0","0","0","3","4","10","18","38","77","101","0"
"Jun-29","0","1","0","2","2","6","18","24","45","73","91","0"
"Jun-30","0","0","0","0","2","0","23","21","36","74","119","1"
"Jul-01","0","0","0","3","1","9","10","22","35","76","100","0"
"Jul-02","4","1","1","1","1","3","16","17","42","71","104","0"
"Jul-03","0","0","0","0","5","4","5","24","40","73","109","0"
"Jul-04","1","0","0","1","1","4","16","22","38","71","94","0"
"Jul-05","0","0","0","0","0","3","8","23","33","86","97","0"
"Jul-06","0","1","0","1","0","3","12","15","34","73","101","0"
"Jul-07","1","1","0","0","2","3","11","20","39","76","101","0"
"Jul-08","0","0","0","0","1","5","9","21","37","81","106","0"
"Jul-09","0","0","0","1","1","8","11","11","30","62","99","0"
"Jul-10","0","0","0","1","2","5","8","26","34","87","95","0"
"Jul-11","1","0","0","1","3","4","11","29","43","77","121","1"
"Jul-12","1","0","0","0","3","9","6","24","44","84","119","0"
"Jul-13","0","0","0","0","2","2","9","26","34","72","98","0"
"Jul-14","0","0","1","3","5","2","15","22","25","57","114","0"
"Jul-15","0","0","0","2","2","6","12","25","26","81","82","0"
"Jul-16","2","0","1","0","3","2","12","27","42","63","90","1"
"Jul-17","0","0","0","1","2","1","2","27","41","89","109","0"
"Jul-18","1","0","0","1","4","3","14","26","40","77","115","0"
"Jul-19","0","0","0","2","1","2","10","21","47","77","97","1"
"Jul-20","2","0","0","0","1","5","10","28","41","75","109","2"
"Jul-21","1","0","0","1","1","2","10","25","37","78","98","0"
"Jul-22","1","0","0","1","2","2","8","21","43","73","92","0"
"Jul-23","0","0","1","1","1","7","11","28","35","68","98","1"
"Jul-24","1","0","0","0","1","3","14","23","46","77","102","0"
"Jul-25","0","0","0","0","2","4","11","25","39","79","116","0"
"Jul-26","2","0","1","1","1","7","9","22","43","91","106","0"
"Jul-27","0","0","0","1","2","7","10","25","33","74","99","0"
"Jul-28","1","1","1","2","5","2","12","27","41","66","116","0"
"Jul-29","2","0","0","1","0","8","11","29","28","73","92","0"
"Jul-30","2","0","0","2","0","4","13","23","49","71","99","0"
"Jul-31","1","0","1","0","2","4","13","19","52","76","101","0"
"Ago-01","0","0","1","0","3","7","12","25","29","70","114","0"
"Ago-02","0","0","0","1","2","6","16","29","35","82","102","0"
"Ago-03","1","1","0","0","2","4","19","22","39","93","131","0"
"Ago-04","0","0","0","0","0","5","8","27","47","118","157","0"
"Ago-05","0","0","0","2","4","6","18","39","66","132","240","1"
"Ago-06","1","0","0","0","2","8","17","38","65","144","220","0"
"Ago-07","3","0","1","0","4","10","12","20","51","100","142","0"
"Ago-08","1","0","0","1","1","3","12","17","41","97","120","0"
"Ago-09","0","0","0","0","2","3","14","26","34","88","124","0"
"Ago-10","0","0","0","1","2","1","7","21","38","80","100","0"
"Ago-11","0","0","0","1","2","4","18","25","35","81","111","0"
"Ago-12","0","0","2","3","2","3","6","21","49","75","102","0"
"Ago-13","0","0","0","0","1","3","11","20","43","86","116","1"
"Ago-14","1","1","0","0","1","7","9","30","40","88","113","0"
"Ago-15","1","0","1","0","1","3","14","25","39","73","106","1"
"Ago-16","1","0","0","2","1","5","14","26","48","84","109","1"
"Ago-17","1","0","0","1","0","4","10","25","51","76","101","0"
"Ago-18","0","0","0","3","3","4","12","25","35","87","125","0"
"Ago-19","0","0","1","2","0","7","11","15","42","80","104","0"
"Ago-20","0","0","0","2","3","6","15","19","40","88","114","0"
"Ago-21","5","0","0","0","2","5","11","29","57","94","118","0"
"Ago-22","2","0","0","0","1","6","13","20","42","84","113","0"
"Ago-23","1","0","1","0","0","5","11","27","37","88","111","0"
"Ago-24","0","0","0","0","2","1","21","12","50","86","93","0"
"Ago-25","3","0","1","1","4","4","11","18","48","77","124","0"
"Ago-26","0","0","0","2","1","1","15","21","35","70","100","0"
"Ago-27","0","1","0","0","5","7","10","20","31","70","91","0"
"Ago-28","0","0","0","0","3","4","16","26","30","76","99","0"
"Ago-29","0","0","0","0","3","2","15","28","41","76","87","0"
"Ago-30","1","0","0","0","0","1","10","26","39","78","81","1"
"Ago-31","0","0","0","0","0","5","10","23","49","66","91","0"
"Set-01","1","0","1","0","3","5","12","21","49","81","109","0"
"Set-02","1","0","1","2","0","3","5","22","38","85","108","0"
"Set-03","1","0","0","1","3","3","14","25","47","61","117","0"
"Set-04","1","0","0","1","1","2","10","27","50","90","115","1"
"Set-05","1","0","0","0","1","1","10","29","36","74","100","0"
"Set-06","2","0","0","2","3","4","11","14","44","62","89","0"
"Set-07","1","0","0","0","2","5","8","24","45","68","104","0"
"Set-08","1","0","0","2","3","0","13","26","51","69","121","0"
"Set-09","1","0","0","1","1","9","9","24","34","70","106","0"
"Set-10","1","0","1","0","1","5","10","27","39","61","89","0"
"Set-11","1","1","0","0","1","5","10","23","46","73","109","0"
"Set-12","0","0","0","0","0","5","14","25","34","77","94","0"
"Set-13","0","0","0","1","1","4","12","29","44","93","92","0"
"Set-14","1","0","0","0","1","2","9","19","45","81","92","0"
"Set-15","1","0","0","2","1","6","9","23","48","75","88","0"
"Set-16","0","0","1","0","1","3","8","20","34","91","118","0"
"Set-17","2","1","0","0","0","0","11","33","40","65","101","0"
"Set-18","1","1","0","0","2","5","21","24","49","75","98","1"
"Set-19","1","1","0","1","1","3","10","22","34","86","104","0"
"Set-20","3","0","0","1","1","6","17","19","48","77","119","1"
"Set-21","0","0","0","3","1","2","14","18","33","82","122","0"
"Set-22","1","0","0","0","2","3","12","26","51","71","109","0"
"Set-23","0","0","0","0","0","1","10","15","37","75","104","1"
"Set-24","2","1","0","2","2","5","10","18","41","73","102","0"
"Set-25","0","0","0","0","0","3","13","31","30","78","103","0"
"Set-26","0","0","0","2","1","3","8","26","35","83","112","0"
"Set-27","0","0","1","0","3","5","13","22","45","79","100","0"
"Set-28","0","0","0","2","3","3","18","23","38","94","115","0"
"Set-29","0","0","0","2","1","3","13","31","31","71","100","0"
"Set-30","1","0","1","1","2","5","8","18","46","74","90","0"
"Out-01","1","0","0","0","1","2","19","27","57","88","108","0"
"Out-02","0","0","0","1","0","1","13","23","45","86","106","0"
"Out-03","0","0","0","0","1","5","13","22","46","72","99","0"
"Out-04","0","0","0","3","2","3","13","19","51","72","102","0"
"Out-05","0","0","1","4","3","3","17","32","45","76","111","0"
"Out-06","1","0","0","0","0","3","6","16","43","67","104","0"
"Out-07","0","0","0","0","5","4","11","27","43","64","116","1"
"Out-08","0","1","0","1","0","4","10","21","53","71","107","0"
"Out-09","1","0","0","1","1","3","12","29","45","78","124","1"
"Out-10","0","0","1","1","2","3","16","23","37","72","113","0"
"Out-11","0","0","0","0","2","4","16","25","43","76","116","0"
"Out-12","0","0","0","2","1","3","15","19","38","70","106","0"
"Out-13","1","0","0","2","5","5","10","21","48","88","124","0"
"Out-14","2","1","0","1","4","6","15","22","48","82","103","0"
"Out-15","0","0","0","3","1","4","14","30","38","102","125","0"
"Out-16","0","0","0","1","1","5","10","32","41","78","104","0"
"Out-17","1","1","0","1","0","6","12","33","45","83","104","0"
"Out-18","1","0","0","0","0","2","12","24","40","74","107","0"
"Out-19","3","0","0","1","1","4","15","24","47","81","117","0"
"Out-20","1","0","0","0","2","4","10","29","44","86","93","0"
"Out-21","1","0","0","2","3","8","13","25","31","63","108","0"
"Out-22","0","0","0","0","0","3","16","28","44","89","118","0"
"Out-23","0","2","0","2","2","6","10","33","38","82","116","0"
"Out-24","1","0","0","0","3","6","11","18","52","73","119","0"
"Out-25","1","0","0","0","0","6","10","26","41","91","110","0"
"Out-26","1","0","0","2","2","3","8","28","49","93","109","0"
"Out-27","0","1","0","2","1","4","11","27","38","70","109","0"
"Out-28","0","0","1","0","1","2","12","21","40","89","122","0"
"Out-29","4","0","2","1","4","7","11","26","36","81","115","0"
"Out-30","0","0","0","0","1","5","13","16","54","101","111","0"
"Out-31","0","0","0","0","1","7","14","26","37","75","109","0"
"Nov-01","0","0","0","1","0","3","11","26","39","75","125","0"
"Nov-02","1","0","0","1","2","5","15","22","49","115","129","0"
"Nov-03","0","0","1","3","0","2","15","30","46","82","120","0"
"Nov-04","0","0","0","1","1","3","11","18","48","86","111","0"
"Nov-05","2","0","0","0","1","3","9","25","54","79","141","0"
"Nov-06","0","1","0","0","2","6","6","35","36","83","119","0"
"Nov-07","1","0","0","1","0","1","10","27","42","88","127","0"
"Nov-08","0","0","0","0","0","3","12","20","41","87","112","0"
"Nov-09","0","0","0","0","1","4","4","20","50","96","124","0"
"Nov-10","1","0","1","1","1","5","13","20","49","89","162","0"
"Nov-11","1","0","0","0","0","6","18","25","47","102","127","0"
"Nov-12","0","0","1","0","1","1","19","43","45","91","122","0"
"Nov-13","1","0","0","1","0","2","17","23","42","80","113","0"
"Nov-14","1","0","1","1","1","6","11","23","42","85","120","0"
"Nov-15","0","0","0","2","0","5","15","27","44","86","123","0"
"Nov-16","0","0","0","3","2","4","9","22","40","91","144","0"
"Nov-17","1","0","0","0","3","4","16","23","40","73","127","0"
"Nov-18","1","0","0","0","2","5","11","20","40","90","134","0"
"Nov-19","2","0","2","1","1","6","12","29","41","81","137","0"
"Nov-20","0","0","0","0","1","3","13","33","35","86","118","0"
"Nov-21","0","0","0","0","0","2","7","28","44","92","105","0"
"Nov-22","0","0","0","1","1","2","9","23","41","92","149","0"
"Nov-23","0","0","0","1","1","4","11","34","44","95","109","0"
"Nov-24","1","0","0","0","1","2","10","20","41","75","117","1"
"Nov-25","0","0","0","1","0","5","12","27","43","105","122","0"
"Nov-26","0","1","0","1","1","2","12","25","65","82","116","0"
"Nov-27","1","0","0","1","0","6","12","28","39","92","119","0"
"Nov-28","0","0","0","1","2","4","12","27","30","83","127","1"
"Nov-29","0","1","1","2","1","8","15","19","46","93","133","1"
"Nov-30","0","0","0","2","4","6","20","33","43","94","95","0"
"Dez-01","0","1","0","1","2","2","14","23","44","98","124","1"
"Dez-02","1","0","0","2","0","5","15","39","39","94","131","0"
"Dez-03","1","0","0","1","3","2","18","25","41","82","112","0"
"Dez-04","0","0","0","1","1","3","7","31","34","90","121","0"
"Dez-05","1","0","0","0","3","7","19","21","58","91","120","0"
"Dez-06","0","0","0","0","0","2","5","29","55","91","130","1"
"Dez-07","0","0","0","3","0","7","15","36","59","82","140","0"
"Dez-08","4","0","0","1","0","9","11","31","43","79","146","0"
"Dez-09","1","0","0","1","2","6","8","24","38","76","141","0"
"Dez-10","2","0","1","2","0","6","12","25","41","82","135","0"
"Dez-11","1","1","1","1","3","6","9","20","44","95","123","0"
"Dez-12","1","0","0","0","1","3","15","29","57","102","128","1"
"Dez-13","1","0","0","0","1","1","6","24","59","104","127","0"
"Dez-14","0","1","0","1","2","4","9","23","50","90","115","0"
"Dez-15","1","1","0","0","1","9","10","21","47","91","107","0"
"Dez-16","1","0","0","0","3","2","5","19","40","91","119","0"
"Dez-17","0","0","1","1","3","2","16","35","39","81","142","0"
"Dez-18","1","0","0","0","1","4","16","35","51","102","128","0"
"Dez-19","3","0","0","0","1","4","12","26","36","88","144","0"
"Dez-20","0","0","1","1","1","6","8","31","38","80","118","1"
"Dez-21","3","0","1","0","5","4","14","21","43","97","145","0"
"Dez-22","1","0","0","0","1","10","8","18","47","93","129","0"
"Dez-23","3","0","0","1","5","5","18","25","53","90","161","0"
"Dez-24","0","0","0","2","2","7","17","28","65","95","136","1"
"Dez-25","1","0","1","0","1","6","9","19","61","89","133","0"
"Dez-26","2","0","0","0","1","6","15","31","57","90","137","0"
"Dez-27","1","0","0","0","1","4","18","42","40","104","132","0"
"Dez-28","1","1","0","1","1","5","10","31","52","84","151","0"
"Dez-29","0","0","0","0","2","4","11","27","53","102","148","0"
"Dez-30","0","0","0","1","1","1","13","28","38","111","149","0"
"Dez-31","1","0","1","1","3","3","14","34","48","105","147","0"
