"Data (mm-dd)","< 1 ano","1-4 anos","5-14 anos","15-24 anos","25-34 anos","35-44 anos","45-54 anos","55-64 anos","65-74 anos","75-84 anos","≥ 85 anos","Desconhecido"
"Mai-28","0","0","0","2","0","4","12","25","49","94","169","0"
"Mai-29","0","0","0","2","0","4","9","20","46","90","168","0"
"Mai-30","1","0","0","0","2","6","9","25","46","96","145","1"
"Mai-31","1","0","0","0","1","4","7","32","57","97","169","0"
"Jun-01","0","0","0","0","2","4","9","27","47","74","161","0"
"Jun-02","1","0","0","1","1","1","11","30","54","94","142","0"
"Jun-03","0","0","0","0","1","4","10","20","41","102","146","1"
"Jun-04","0","0","0","1","1","6","9","25","46","114","157","0"
"Jun-05","0","0","0","1","2","3","14","16","54","105","147","0"
"Jun-06","1","0","0","0","1","6","6","33","53","84","163","0"
"Jun-07","1","0","0","2","1","2","10","24","52","101","146","0"
"Jun-08","0","1","0","1","0","4","15","22","46","109","172","1"
"Jun-09","0","0","0","0","2","9","15","26","40","90","167","0"
"Jun-10","0","1","0","0","2","5","17","30","51","107","150","0"
"Jun-11","0","0","0","0","2","3","15","24","42","105","161","0"
"Jun-12","0","0","1","3","1","4","18","30","53","88","184","0"
"Jun-13","2","0","0","2","2","6","12","28","51","122","183","0"
"Jun-14","2","0","0","1","1","3","11","31","57","126","190","0"
"Jun-15","3","0","0","1","2","4","9","29","56","107","185","2"
"Jun-16","0","0","0","2","1","6","9","32","54","82","181","0"
"Jun-17","2","0","0","0","1","8","16","19","51","115","175","0"
"Jun-18","1","0","0","1","2","2","9","25","48","96","171","0"
"Jun-19","0","0","2","1","4","3","6","18","56","89","168","1"
"Jun-20","1","2","1","1","0","11","19","19","48","80","132","2"
"Jun-21","1","0","0","0","0","4","9","25","55","79","149","0"
"Jun-22","0","0","0","0","0","2","11","22","41","102","146","2"
"Jun-23","0","0","1","0","1","3","9","28","42","88","133","2"
"Jun-24","0","0","0","0","7","4","14","25","46","89","126","0"
"Jun-25","1","0","1","0","1","5","8","20","40","82","135","0"
"Jun-26","0","0","0","2","2","3","9","18","39","107","118","0"
"Jun-27","0","0","0","2","1","4","10","19","42","80","132","0"
"Jun-28","0","0","0","0","1","3","12","32","51","80","108","0"
"Jun-29","1","0","0","1","1","1","13","28","48","86","140","0"
"Jun-30","0","1","0","2","1","1","5","17","37","86","123","2"
"Jul-01","0","0","2","0","2","5","10","28","39","82","165","0"
"Jul-02","1","1","0","1","2","5","16","17","36","89","122","0"
"Jul-03","1","0","1","0","2","4","6","28","45","90","174","0"
"Jul-04","2","0","0","0","3","5","11","31","53","78","145","0"
"Jul-05","0","0","0","0","0","7","13","31","43","85","125","0"
"Jul-06","0","0","0","1","2","4","13","30","47","103","128","1"
"Jul-07","1","0","0","1","0","4","9","23","47","98","145","0"
"Jul-08","1","0","0","1","1","10","14","25","37","93","143","0"
"Jul-09","2","0","0","2","2","6","8","27","48","100","174","0"
"Jul-10","0","2","0","3","2","4","14","20","41","103","191","0"
"Jul-11","0","0","0","2","1","4","13","27","55","109","144","0"
"Jul-12","0","0","0","1","1","2","11","22","48","83","157","0"
"Jul-13","1","0","0","0","1","6","9","34","52","107","168","0"
"Jul-14","0","0","0","0","1","2","12","31","64","131","217","0"
"Jul-15","1","0","0","2","1","7","19","32","66","124","202","0"
"Jul-16","0","0","0","2","2","5","12","22","55","120","190","0"
"Jul-17","0","1","0","0","3","4","11","29","60","103","153","0"
"Jul-18","1","0","0","3","3","5","14","41","61","112","183","0"
"Jul-19","1","0","0","1","1","5","11","22","49","100","177","0"
"Jul-20","0","0","0","1","3","4","11","23","50","91","121","1"
"Jul-21","2","1","1","1","1","4","7","34","57","87","130","1"
"Jul-22","1","0","0","0","2","5","10","21","37","93","134","0"
"Jul-23","0","0","0","0","2","6","13","25","48","85","151","0"
"Jul-24","0","0","0","1","1","5","7","22","48","78","142","0"
"Jul-25","0","1","0","2","1","3","12","25","48","101","146","0"
"Jul-26","0","0","0","1","1","2","8","20","60","99","127","0"
"Jul-27","1","0","0","0","3","9","12","26","57","91","134","0"
"Jul-28","0","0","0","0","2","3","10","33","50","91","156","0"
"Jul-29","0","0","0","1","0","2","13","38","51","88","137","0"
"Jul-30","1","0","2","1","0","4","12","33","48","107","126","0"
"Jul-31","0","1","0","4","2","7","8","21","38","89","130","0"
"Ago-01","1","1","0","2","2","6","19","33","40","84","149","0"
"Ago-02","0","1","0","3","1","10","19","29","47","94","143","0"
"Ago-03","0","0","0","2","2","5","15","23","49","81","130","0"
"Ago-04","1","0","0","1","1","2","10","26","46","95","130","0"
"Ago-05","0","0","0","1","2","4","9","27","52","85","131","0"
"Ago-06","0","0","1","3","1","3","14","26","38","88","117","0"
"Ago-07","0","0","0","4","2","5","12","23","40","76","134","0"
"Ago-08","1","0","0","1","0","3","5","25","48","89","122","0"
"Ago-09","1","0","0","0","2","4","7","24","30","90","130","0"
"Ago-10","1","0","0","4","3","2","12","37","37","91","104","0"
"Ago-11","0","0","1","1","0","6","11","19","42","90","130","0"
"Ago-12","0","0","1","0","0","8","17","26","49","94","115","0"
"Ago-13","0","0","1","3","6","2","13","17","51","95","125","0"
"Ago-14","0","1","2","0","0","3","8","24","36","90","121","1"
"Ago-15","1","0","0","0","2","2","10","20","43","71","112","0"
"Ago-16","2","0","0","0","4","1","8","23","44","77","118","1"
"Ago-17","0","0","0","2","2","1","16","23","37","70","130","0"
"Ago-18","0","0","0","0","0","2","5","14","18","38","76","0"
