"Data (mm-dd)","< 1 ano","1-4 anos","5-14 anos","15-24 anos","25-34 anos","35-44 anos","45-54 anos","55-64 anos","65-74 anos","75-84 anos","≥ 85 anos","Desconhecido"
"Ago-02","2","0","0","1","1","3","9","19","42","81","104","0"
"Ago-03","3","0","1","0","3","3","11","22","34","78","103","0"
"Ago-04","0","1","0","0","1","2","10","23","43","89","101","0"
"Ago-05","2","0","0","1","2","7","10","18","43","78","95","0"
"Ago-06","2","0","0","2","3","2","6","37","37","88","92","2"
"Ago-07","1","0","0","1","1","3","10","15","40","80","114","0"
"Ago-08","0","0","0","2","2","4","14","26","46","89","132","0"
"Ago-09","1","0","0","1","2","5","14","27","48","96","134","0"
"Ago-10","0","0","0","1","2","8","12","31","42","82","121","1"
"Ago-11","0","0","3","2","2","5","11","24","49","87","127","1"
"Ago-12","0","0","0","1","1","4","10","20","41","90","112","0"
"Ago-13","1","0","0","0","2","4","10","23","48","97","102","0"
"Ago-14","1","0","0","2","0","8","13","20","42","91","103","0"
"Ago-15","0","0","0","1","0","9","11","21","53","82","113","0"
"Ago-16","0","0","0","1","1","4","11","36","39","89","129","0"
"Ago-17","0","0","1","0","2","4","11","29","35","94","110","0"
"Ago-18","1","0","0","0","0","11","5","17","44","79","86","0"
"Ago-19","0","0","0","0","2","4","12","21","36","79","93","0"
"Ago-20","0","1","0","0","3","5","9","26","34","82","96","0"
"Ago-21","1","0","0","1","0","3","12","29","40","81","95","0"
"Ago-22","1","0","0","0","1","3","11","30","45","88","102","0"
"Ago-23","2","0","1","0","1","7","12","31","47","82","105","0"
"Ago-24","1","0","0","0","1","2","6","19","46","90","98","0"
"Ago-25","1","0","1","1","0","6","12","31","45","87","85","0"
"Ago-26","1","0","0","3","3","2","15","20","41","88","112","0"
"Ago-27","1","0","1","1","1","5","11","19","35","93","102","0"
"Ago-28","0","0","0","1","1","6","12","18","29","80","116","0"
"Ago-29","1","0","1","2","4","4","15","27","42","106","103","0"
"Ago-30","0","0","1","1","0","5","15","18","39","94","85","0"
"Ago-31","1","0","0","0","3","5","13","20","40","72","92","0"
"Set-01","2","0","0","1","2","4","10","15","42","84","93","0"
"Set-02","1","0","1","1","1","5","13","30","42","83","111","0"
"Set-03","0","0","0","2","5","3","9","25","39","89","85","0"
"Set-04","1","0","0","2","0","5","11","15","52","92","103","0"
"Set-05","0","0","1","0","1","1","13","21","44","100","121","0"
"Set-06","0","0","0","1","1","9","12","19","32","99","103","0"
"Set-07","1","1","0","1","1","2","15","18","32","95","94","0"
"Set-08","1","0","0","1","1","5","8","29","48","94","121","0"
"Set-09","0","0","0","0","1","4","13","16","46","67","91","0"
"Set-10","0","0","0","2","1","10","9","18","37","79","87","0"
"Set-11","1","0","0","1","1","6","9","25","42","62","100","0"
"Set-12","0","0","0","1","0","2","9","34","32","80","103","0"
"Set-13","0","0","0","0","0","6","9","13","32","84","90","0"
"Set-14","1","0","0","0","2","3","9","19","26","67","91","0"
"Set-15","1","0","1","0","2","7","11","29","38","67","96","0"
"Set-16","3","0","0","0","0","5","14","22","42","67","103","0"
"Set-17","0","0","0","3","1","5","16","17","37","64","76","0"
"Set-18","0","0","0","0","1","6","11","18","39","94","106","0"
"Set-19","2","0","0","3","2","2","14","31","32","76","93","0"
"Set-20","4","0","0","1","1","9","15","23","40","89","96","0"
"Set-21","0","0","0","0","2","4","14","27","38","73","112","0"
"Set-22","3","0","0","3","1","7","7","18","37","87","85","0"
"Set-23","0","0","0","1","4","2","12","23","37","83","107","1"
"Set-24","0","0","0","1","2","1","9","27","56","76","98","0"
"Set-25","0","0","0","0","1","3","8","22","40","78","102","0"
"Set-26","0","0","0","0","0","8","11","18","40","75","90","0"
"Set-27","0","0","0","1","1","5","16","20","50","90","93","0"
"Set-28","1","1","0","4","1","5","10","22","39","70","123","0"
"Set-29","1","0","0","0","0","5","6","29","42","74","111","0"
"Set-30","0","1","0","0","6","8","13","22","52","85","96","0"
"Out-01","0","0","1","1","0","0","12","26","42","92","86","0"
"Out-02","0","0","0","0","1","3","8","26","42","87","88","0"
"Out-03","0","0","0","1","1","6","17","29","41","86","91","1"
"Out-04","0","0","1","1","1","4","11","24","49","90","96","0"
"Out-05","0","0","0","0","2","7","17","21","44","57","97","0"
"Out-06","1","0","0","1","1","3","6","24","38","88","117","0"
"Out-07","1","0","0","2","1","5","7","23","35","76","106","0"
"Out-08","1","0","0","0","4","3","11","24","43","83","111","0"
"Out-09","2","0","1","0","3","6","15","15","38","81","102","0"
"Out-10","2","0","0","2","3","5","7","18","45","86","111","0"
"Out-11","0","0","0","0","2","3","14","28","35","81","110","0"
"Out-12","0","0","0","0","0","4","17","25","39","92","93","0"
"Out-13","0","0","0","0","0","2","15","36","34","65","111","0"
"Out-14","0","0","1","1","2","3","10","17","42","80","106","0"
"Out-15","0","0","1","1","2","5","18","19","39","89","100","0"
"Out-16","2","0","0","1","2","4","13","20","30","90","104","0"
"Out-17","1","0","0","0","0","5","11","30","47","97","101","0"
"Out-18","2","0","0","1","4","2","13","20","30","88","98","0"
"Out-19","0","0","0","0","1","5","12","21","49","104","121","0"
"Out-20","0","0","0","1","2","6","15","26","41","107","116","0"
"Out-21","1","0","0","3","0","3","7","20","50","91","113","0"
"Out-22","1","0","0","0","1","5","9","22","45","100","107","0"
"Out-23","1","0","1","3","2","4","12","20","34","85","122","0"
"Out-24","1","0","0","2","2","3","7","26","42","78","102","0"
"Out-25","0","0","1","0","2","5","12","28","42","80","106","0"
"Out-26","1","0","0","0","1","2","13","33","45","70","120","0"
"Out-27","0","1","0","1","3","4","11","31","49","96","103","0"
"Out-28","1","0","0","1","4","6","10","24","39","84","95","0"
"Out-29","0","0","1","1","0","5","12","20","31","99","134","0"
"Out-30","0","1","1","1","1","2","5","16","32","87","137","0"
"Out-31","0","1","0","1","0","6","19","29","29","94","110","0"
"Nov-01","0","0","0","0","0","2","13","22","40","85","105","0"
"Nov-02","2","0","0","1","1","6","8","24","32","106","89","0"
"Nov-03","3","0","0","0","4","5","17","22","47","88","115","1"
"Nov-04","1","0","0","1","1","6","13","27","38","80","122","0"
"Nov-05","0","0","0","0","4","3","13","31","41","77","99","0"
"Nov-06","2","0","0","2","1","4","12","15","34","97","95","0"
"Nov-07","0","0","1","0","0","3","14","26","38","59","112","0"
"Nov-08","1","0","0","0","2","2","15","18","45","73","113","0"
"Nov-09","1","1","0","0","1","2","7","26","45","94","126","0"
"Nov-10","1","1","1","2","0","5","18","31","38","81","117","0"
"Nov-11","3","0","0","0","2","4","12","21","51","86","117","0"
"Nov-12","0","0","1","2","2","2","18","30","50","105","119","0"
"Nov-13","0","1","0","0","1","6","16","19","48","88","118","0"
"Nov-14","1","0","0","1","3","7","18","20","39","84","129","0"
"Nov-15","0","1","0","0","0","4","11","22","47","80","112","0"
"Nov-16","2","0","0","0","0","6","8","31","31","83","117","1"
"Nov-17","1","0","0","0","0","6","14","33","38","81","115","0"
"Nov-18","3","0","0","1","1","5","13","22","52","91","128","0"
"Nov-19","2","0","0","0","1","3","21","32","46","104","130","0"
"Nov-20","2","0","1","1","1","4","16","23","39","98","146","0"
"Nov-21","0","0","1","3","1","1","10","29","52","82","129","0"
"Nov-22","0","0","0","2","0","1","15","19","46","90","117","0"
"Nov-23","0","0","0","1","0","4","8","23","38","97","108","0"
"Nov-24","3","0","0","3","5","3","14","25","47","98","144","0"
"Nov-25","0","0","0","1","0","4","14","37","40","120","129","0"
"Nov-26","2","0","1","0","2","2","16","24","53","107","129","0"
"Nov-27","0","1","1","0","0","4","14","32","48","70","138","0"
"Nov-28","1","0","0","1","0","8","11","23","48","106","141","0"
"Nov-29","0","1","0","3","0","5","7","24","33","106","137","0"
"Nov-30","0","0","1","0","0","6","10","36","59","117","124","0"
"Dez-01","1","0","0","0","0","3","11","32","44","93","142","0"
"Dez-02","2","0","0","1","1","4","16","35","48","117","146","0"
"Dez-03","3","0","0","0","2","6","13","29","45","93","144","0"
"Dez-04","2","0","1","2","0","4","10","26","51","120","140","1"
"Dez-05","0","0","1","4","1","3","16","31","46","95","143","0"
"Dez-06","0","0","0","0","0","4","15","34","38","105","145","0"
"Dez-07","0","0","0","0","0","6","14","24","43","97","115","0"
"Dez-08","0","0","0","2","0","6","16","20","51","103","145","0"
"Dez-09","0","1","2","1","1","8","13","30","51","93","164","0"
"Dez-10","0","0","1","0","0","5","10","25","67","103","127","1"
"Dez-11","0","0","0","0","1","7","12","35","51","111","132","0"
"Dez-12","0","0","0","0","4","3","15","27","46","123","150","0"
"Dez-13","1","1","1","2","5","4","11","33","47","88","162","0"
"Dez-14","1","0","0","2","1","8","13","20","60","113","145","0"
"Dez-15","0","0","0","0","1","3","13","26","57","95","126","1"
"Dez-16","0","0","0","1","0","8","14","32","52","109","167","0"
"Dez-17","1","0","0","1","2","4","9","30","49","115","159","0"
"Dez-18","0","0","0","1","0","7","14","33","42","113","157","0"
"Dez-19","1","0","1","0","3","5","11","30","49","120","176","0"
"Dez-20","1","0","0","2","1","6","7","33","53","107","156","0"
"Dez-21","4","0","0","1","2","5","14","35","47","105","164","0"
"Dez-22","0","0","1","0","1","3","10","30","56","136","183","0"
"Dez-23","0","0","0","1","2","8","14","28","49","136","154","0"
"Dez-24","2","1","0","0","1","5","17","34","63","133","193","0"
"Dez-25","2","0","0","1","1","4","7","41","58","130","176","0"
"Dez-26","0","0","0","1","3","6","14","35","61","130","184","0"
"Dez-27","1","0","1","3","3","8","13","33","53","154","198","0"
"Dez-28","1","0","1","0","0","9","17","32","51","125","203","0"
"Dez-29","0","0","1","3","1","4","19","33","64","134","195","0"
"Dez-30","1","0","0","0","2","7","13","34","54","147","207","0"
"Dez-31","0","0","0","0","0","5","14","28","55","163","205","0"
